director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Pompeu Aguiar;2;1;0.0;0
Jason Ward;2.0;1;0.0;0
Colin Ross;2.0;1;0.0;0
Maureen Bisilliat;2;1;0.0;0
Matt Schrader;2;1;0.0;0
David Macián;2;1;0.0;0
Do-hyun-i Kim;2;1;0.0;0
João Gomes;2;1;0.0;0
Jevgeni Lensu;2;1;0.0;0
René-Pierre Bélanger;2;1;0.0;0
Sakari Saksa;2;1;0.0;0
Miguel Ortega;2;1;0.0;0
Marton Jelinko;2;1;0.0;0
Torrie Rosenzweig;2;1;0.0;0
Brent Loefke;2;1;0.0;0
Frank Lotito;2;1;0.0;0
Olatz López Garmendia;2;1;0.0;0
stefbloch;2;1;0.0;0
Tom Smith;2;1;0.0;0
Jorge Jaramillo;2;1;0.0;0
Johanna Bentz;2;1;0.0;0
Jamie Jones;2;1;0.0;0
Gabriel Tramontana;2;1;0.0;0
Sigfredo Salas;2;1;0.0;0
Joey Smack;2;1;0.0;0
V.R. Rao;2;1;0.0;0
Ebbo Demant;2;1;0.0;0
Matt Rutherford;2;1;0.0;0
Paul Hildebrandt;2;1;0.0;0
Rafa Cano Méndez;2;1;0.0;0
Arvinda Sringeri;2;1;0.0;0
Mick Csáky;2;1;0.0;0
Isaac Niemand;2;1;0.0;0
Ben Nelson;2;1;0.0;0
Gunner Willis;2;1;0.0;0
Bengt Löfgren;2;1;0.0;0
Paul Taublieb;2;1;0.0;0
Claes Fellbom;2;2;0.0;0
Geraldine Geraghty;2;1;0.0;0
David White;2;1;0.0;0
Jon Reiner;2;1;0.0;0
Ben Burke;2;1;0.0;0
Ben Browder;2.0;1;0.0;0
Bruno Ziener;2;1;0.0;0
Jacob Perlmutter;2;1;0.0;0
Connor O'Hara;2;2;1.0;2
Gur Benshemesh;2;1;0.0;0
Kath Pick;2;1;0.0;0
Mario Jara;2;1;0.0;0
Marcus Plowright;2;1;0.0;0
Artturi Rostén;2;1;0.0;0
Damian Kolodiy;2;1;0.0;0
Rachel Beth Anderson;2;1;0.0;0
Miguel López Beraza;2;2;0.0;0
Ignasi Duarte;2;1;0.0;0
Ruth Somalo;2;1;0.0;0
Emmanuelle Gaume;2;1;0.0;0
David Pantaleón;2;1;0.0;0
János Uzsák;2;1;0.0;0
Waldo D. Sánchez;2;1;0.0;0
Anna Gaskell;2;1;0.0;0
Mohan Segal;2;1;0.0;0
Laura E. Davis;2;1;0.0;0
Charles A. Pieper;2;1;0.0;0
Stefany Allaire;2;1;0.0;0
Alex Richanbach;2;2;0.0;0
Robert Iséni;2;1;0.0;0
Woody Keith;2;1;0.0;0
Ugo Benghozi;2;1;0.0;0
Erika Arbak;2;1;0.0;0
Wang Xuebo;2;1;0.0;0
Ignas Mellunas;2;1;0.0;0
Nadeschda Koschewerowa;2;1;0.0;0
Mélody Boulissière;2;1;0.0;0
Caleb Evans;2;1;0.0;0
Flávio Rangel;2;1;0.0;0
Jim Parsons;2;1;0.0;0
Fosi Bendeck;2;1;0.0;0
Natalie Bookchin;2;1;0.0;0
René Pauck;2;2;0.0;0
Nasséra Issaad;2;1;0.0;0
Hadi Ali Abrar;2;1;0.0;0
Alexander Smolowe;2;1;0.0;0
Alexandre Serafini;2;1;0.0;0
W.B. Pearson;2;1;0.0;0
Mike P. Nelson;2;1;0.0;0
Benjamin Géminel;2;1;0.0;0
Guy Elnathan;2;1;0.0;0
Kenzô Maihara;2;1;0.0;0
Laura Waters Hinson;2;2;0.0;0
Katia Lara;2;3;0.0;0
Jax Medel;2;1;0.0;0
Javier Suazo Mejía;2;2;0.0;0
Joëlle Bouvier;2;2;0.0;0
Igor Padilla;2;1;0.0;0
Carlos Membreño;2;2;0.0;0
César Manzanares;2;1;0.0;0
Andrés Valle;2;1;0.0;0
Alfred Thomas Catalfo;2;1;0.0;0
Thomas Goersch;2;1;0.0;0
Basile Vuillemin;2;1;0.0;0
Behrooz Karamizade;2;1;0.0;0
Ekkachai Srivichai;2.0;1;0.0;0
Lori Malépart-Traversy;2;1;0.0;0
Hung En Su;2;1;0.0;0
Emerson Niemchick;2;1;0.0;0
Stathis Klotsikas;2;1;0.0;0
John Dilley;2;1;0.0;0
Thomas Ayck;2;1;0.0;0
Charles Pathé;2;1;0.0;0
Casimir Sivan;2;3;0.0;0
Claudia Calderón Hedman;1.0;3;1.0;3
Flavia Coste;2;1;0.0;0
Henry Walter Barnett;2;1;0.0;0
Jacques Orth;2;1;0.0;0
Gheorghe Marinescu;2;4;0.0;0
Francisco Andino;2;2;0.0;0
Sebastian Marka;2;1;0.0;0
Dominic Bachy;2;1;2.0;2
Tony Leung Hung Wah;2;3;0.0;0
David Scott Hay;2;1;0.0;0
Hannes Lintrop;2;1;0.0;0
Melker Sundén;2;1;0.0;0
Enrique Aguilar;2;1;0.0;0
Rudolf Eb.er;2;1;0.0;0
Joost van Veen;2;1;0.0;0
Remi Vaughan-Richards;2;1;0.0;0
José A. Olay;2;1;0.0;0
Alvaro Martínez;2;1;0.0;0
Davina Pardo;2;2;0.0;0
Brenda Vanegas;2;1;0.0;0
Catalina Mesa;2;1;0.0;0
Ross Stevenson;2;1;0.0;0
Dylan O'Neil;2;1;0.0;0
Joel Wanek;2;1;0.0;0
Scott Falconer;2;1;0.0;0
Tamar Tal Anati;2;1;0.0;0
Hakim Robinson;2;1;0.0;0
Manuel Villalona;2;1;0.0;0
Solomon Glitz;2;1;0.0;0
Morgan Nichols;2;1;0.0;0
Nikolaj Peyk;2.0;1;0.0;0
Chris Austin;2;1;0.0;0
"Steven ""Prozak"" Shippy";2;1;0.0;0
Rolf Orthel;2;1;0.0;0
Djordje Cenic;2;1;0.0;0
Usue Arrieta;2;3;0.0;0
Gerard Ortín;2;1;0.0;0
Sam Debaecke;2.0;1;0.0;0
Brandon Alvarez;2;1;0.0;0
Pepón Montero;2;1;0.0;0
Matt Cruse;2;1;0.0;0
Virgilio Crisonino;2;1;0.0;0
Alejandro Cotto;2;1;0.0;0
Mohammed Sadiq;2;1;0.0;0
Baltazar Polío;2;1;0.0;0
Dr Iran Trivedi;2;1;0.0;0
Thomas Schultz;2;2;0.0;0
Calle Overweg;2;1;0.0;0
Ross Munro;2;1;0.0;0
Teace Snyder;2;1;0.0;0
Steve Lichtag;2.0;1;0.0;0
Luciano Manuzzi	;2;1;0.0;0
Han Sun-hee;2;1;0.0;0
Rachel Tracy;2;1;0.0;0
Lorenzo Lepori;2;2;0.0;0
Philippe Roger;2;1;0.0;0
Sôkichi Tomimoto;2;1;0.0;0
Inês de Medeiros;2;1;0.0;0
Marie Loustalot;1.0;1;0.0;0
Iván Herrera;2;1;0.0;0
Carlos Ebert;2;1;0.0;0
Catherine Fordham;2;1;0.0;0
Sadrac González;2;1;0.0;0
Eugene Py;2;1;0.0;0
Laura Stephard;2;1;0.0;0
Christy Carlson Romano;1.0;1;0.0;0
Florian Maubach;2;1;0.0;0
Iain Davidson;2;1;0.0;0
Alice Wang;2;1;0.0;0
Chung Ning Wong;2;1;0.0;0
Jan Lamb;2;1;0.0;0
Brigette Heffernan;2;1;0.0;0
Cheikh Djemai;2;1;0.0;0
Riz Story;2;1;0.0;0
Franz Porten;2;1;0.0;0
Franz Vogel;2;1;0.0;0
Matthias Vom Schemm;2;1;0.0;0
Martin Busker;2;2;0.0;0
david lea;2;1;0.0;0
Jean-Christophe Cavallin;2;1;0.0;0
Lisa Boerstra;2;1;0.0;0
Lee Cogswell;2;1;0.0;0
Fabio Toncelli;2.0;7;0.0;0
Nils Aguilar;2;1;0.0;0
Emelie Lindblom;2;1;0.0;0
Giacomo Andrico;2;1;0.0;0
Kim Druzhinin;2;1;0.0;0
Mikhail Raskhodnikov;2;1;0.0;0
Andrea Frigerio;2;1;0.0;0
Ross Birks;2;1;0.0;0
Vasco de Oliveira;2;1;0.0;0
Philippe Etienne;2;1;2.0;2
Kiri Davis;2;1;0.0;0
Giuliano Bugani;2;1;2.0;2
Erik Ticen;2;1;0.0;0
Didier Blasco;2;1;0.0;0
Floriane Devigne;2;1;0.0;0
Kalmár András;2;1;0.0;0
Shelly Love;2;1;0.0;0
Philip Todd;2;1;0.0;0
Kate Hudspith-Gooch;2;1;0.0;0
Emma Young;2;1;0.0;0
Alicja Jasina;2;1;0.0;0
José Luis Lozano;2;1;0.0;0
Marc Wilkins;2;1;0.0;0
Selim Azzazi;2;1;0.0;0
Jimmy Keyrouz;2;1;0.0;0
Oualid Mouaness;2;1;0.0;0
Kristóf Deák;2;1;0.0;0
Marc Fouchard;2;1;0.0;0
Laura Mulvey;1.0;2;0.0;0
Jorge Dalton;2;1;0.0;0
Mac Smith;2.0;1;0.0;0
Claudia Barrientos;2;1;0.0;0
Alejandro Watson;2;1;0.0;0
Paula Heredia;2;1;0.0;0
Carolina Rivera;2;1;0.0;0
Nyíri Kovács István;2;1;0.0;0
Christopher Cannucciari;2;1;0.0;0
Kobuchi Akira;2;1;0.0;0
Olga Belyayeva;2;1;0.0;0
Kurtis Spieler;2;1;0.0;0
Andreas Voigt;2;1;0.0;0
Gaël Cabouat;2;1;0.0;0
Jeannette Muñoz;2;1;0.0;0
Eduart P. Sirait;2;1;0.0;0
Tihomir Žarn;2.0;1;0.0;0
Ivan Salaj;2;1;0.0;0
Oleg Kuzovkov;2.0;5;0.4;2
Lilly Grote;2;1;0.0;0
Christian Berkel;2.0;1;0.0;0
Patrick Poubel;2;1;0.0;0
Laurens Jans;2;1;0.0;0
Ruth Mellaerts;2;1;0.0;0
Milen Vitanov;2;1;0.0;0
Sergei Ryabov;2;1;0.0;0
Dan Pinto;2;1;0.0;0
Um Lee Yong;2;1;0.0;0
Timo Tapio;2;1;0.0;0
Anouk Fortunier;2;1;0.0;0
David Oneal;2;2;2.0;4
Nikola Kojo;2.0;1;0.0;0
Fritz Poppenberg;2;2;0.0;0
Henrik Moltke;2;1;0.0;0
Eric Adamsons;2;1;0.0;0
Li Wan;2;1;0.0;0
Pedro Rojas;2;1;0.0;0
Philip Munnoch;2;4;0.0;0
Rafael Colorado;2;4;0.0;0
Alessandra Muller;2;1;0.0;0
Bank Tangjaitrong;2;1;0.0;0
Bogdan Moldoveanu;2;1;0.0;0
Asa Kristina;2;1;0.0;0
Razvan Marculescu;2;1;0.0;0
Kenneth Tin-Kin Hung;2;2;0.0;0
Eddie Hutton-Mills;2;1;0.0;0
Ricardo Leiva;2;1;0.0;0
Yoshihiko Sumikawa;2;1;0.0;0
Nicolas Peduzzi;2;1;0.0;0
Gry Elisabeth Mortensen;2;1;0.0;0
Justus van den Elsen;2;1;0.0;0
Bryn Pryor;2;1;0.0;0
Leonardo Villar;2;1;0.0;0
Oriol Puig Playá;2;1;0.0;0
Gowtham Sundararajan;2;1;0.0;0
Trevor Moore;2.0;1;0.0;0
Munish Bhardwaj;2;1;0.0;0
Gennadiy Shumskiy;2;1;0.0;0
Isabella Willinger;2;1;0.0;0
Anaïs Le Berre;2;1;0.0;0
Alessandro Maria Buonomo;2;1;2.0;2
Lea Glob;2;1;0.0;0
Antoine Bieber;2;1;0.0;0
Amy Sherman-Palladino;2;1;0.0;0
Christie Conochalla;2;1;0.0;0
Ryan Paturzo-Polson;2;1;0.0;0
Matthew Victor Pastor;2;1;0.0;0
Francis Fuchs;2;1;0.0;0
Nicole Le Garrec;2;1;0.0;0
Antonello Novellino;2;1;0.0;0
Nick McAnulty;2;1;0.0;0
Jasmina Metwaly;2;1;0.0;0
Luis José Moglia Barth;2;1;0.0;0
Greg Cooke;2;1;0.0;0
Dale Beaumont-Brown;2;2;0.0;0
Matej Nahtigal;2;1;0.0;0
Ian Mantgani;2;2;0.0;0
Michael McIntyre;2;1;0.0;0
Louis Lagayette;2;1;0.0;0
Lian Pek;2;1;0.0;0
Klaus Marschall;2;1;0.0;0
Amanda Tasse;2;1;0.0;0
Eduardo Cintrón;2;1;0.0;0
Yuriy Dubrovin;2;2;0.0;0
Maxime Motte;2;1;0.0;0
Sajith Jagadnandan;2;1;0.0;0
Hallie Meyers-Shyer;1.0;1;0.0;0
Saandesh Nayak;2;1;0.0;0
Christian Juru;2;1;0.0;0
Robert Rotondo Jr.;2;1;0.0;0
Marcel Mandu;2;1;0.0;0
Robbe Maes;2;1;0.0;0
Sofía Castañón;2;1;0.0;0
Werner Sinn;2;1;0.0;0
Lauren Cohan;1.0;1;0.0;0
Doug Cox;2;1;0.0;0
Walter Nestola;2;1;0.0;0
Valerie R. Castro;2;1;0.0;0
Uzi Geffenblad;2;1;0.0;0
Alexandre Cancelo;2;1;0.0;0
Eric Capitaine;2;1;0.0;0
Uruma Delvi;2;1;0.0;0
MegaForce;2;1;0.0;0
Chou Tan;2;1;0.0;0
Michele Santoro;2;1;0.0;0
Tara Wray;2;1;0.0;0
Wang Shuay;2;1;0.0;0
Yuriy Bykov;2;1;0.0;0
Colleen Murphy;2;1;0.0;0
Park Bae-il;2;1;0.0;0
Andy Kirshner;2;1;0.0;0
Dae-Hyung Lim;2;1;0.0;0
Henry Davies;2;1;0.0;0
Pascal Kané;2;2;0.0;0
Yves Billon;2;1;0.0;0
张松林;2;1;0.0;0
Eduardo Lalo;2;2;0.0;0
Benjamin Grayson;2;1;0.0;0
Mariana Roca;2;1;0.0;0
Anaida Hernández;2;1;0.0;0
Lu Lei;2;1;0.0;0
Kevin Shulman;2;1;0.0;0
Adam Petrey;2;2;1.0;2
Leo Connard;2;1;0.0;0
Iwa Raffay;1.0;4;2.2;9
Robert Bezbradica;2;1;0.0;0
Kevin Kittle;2;1;0.0;0
Robert-Jan Lacombe;2;1;0.0;0
Alina Cyranek;2;1;0.0;0
Renata Keller;2;1;0.0;0
John Woods;2;1;0.0;0
Silvana Ceschi;2;1;0.0;0
Benjamin Schmidt;2;1;0.0;0
Fritz Richard;2;1;0.0;0
Jirí Chlumský;2;1;0.0;0
Kaell Matías;2;2;0.0;0
Michael Frost;2;1;0.0;0
Paolo Simoni;2;1;0.0;0
Róbert Šveda;2;1;0.0;0
Diego Figueroa;2;1;0.0;0
Dániel Bálint;2;1;0.0;0
Shawn Welling;2.0;7;0.0;0
Jason Armstrong;2;1;0.0;0
Soheila Golestani;2;1;0.0;0
Baptiste Ménage;2;1;0.0;0
Dace Riduze;2;1;0.0;0
Mehdi Hmili;2;1;0.0;0
Lina Lužytė;2;3;0.0;0
Kang Vang;2;1;0.0;0
Marta György-Kessler;2;1;0.0;0
Matthias Hambsch;2;1;0.0;0
Hitoshi Nanba;2;1;0.0;0
Joyce Wong;2;1;0.0;0
Gary Griffin;2.0;1;0.0;0
Anna Zamecka;2;1;0.0;0
Michael Dragnea;2;1;0.0;0
Chuck Untersee;2;1;0.0;0
Zydnia Nazario;2;1;0.0;0
Karan Shah;2;1;0.0;0
Laure de Clermont-Tonnerre;1.0;1;0.0;0
Dimitri Kourtchine;2;1;0.0;0
Renzo Carbonera;2.0;3;0.0;0
Johnny Clyde;2;2;0.0;0
Eugenio Costantini;2;1;0.0;0
Xander de Boer;2;1;0.0;0
Jerome Tanon;2;1;0.0;0
John Albert Jansen;2;1;0.0;0
Henning Kasten;2;1;0.0;0
Stéphanie Pillonca;1.0;1;0.0;0
Iliana Lolic;2;1;0.0;0
Wicaksono Wisnu Legowo;2;1;0.0;0
Leo Peukert;2;1;0.0;0
Rob Bruce;2;1;0.0;0
Kim Yui-seok;2;1;0.0;0
Masashi Kudou;2;2;0.0;0
Srđa Penezić;2;1;0.0;0
Lawrence Lek;2;2;0.0;0
Nare Mkrtchyan;2;1;0.0;0
Tyson Caron;2;1;0.0;0
Júlio Calasso;2;1;0.0;0
Alexandre Reinecke;2;3;0.0;0
Rhett Smith;2;1;0.0;0
Agnidev Chatterjee;2;1;0.0;0
Kevin Flynn;2.0;1;0.0;0
Charles-Félix Tavano;2;1;0.0;0
Jose Corral;2;1;0.0;0
Svante Sahle;2;1;0.0;0
Thomas Torjussen;2.0;1;0.0;0
Tommy Young;2.0;1;0.0;0
Alexander McNeill;2;1;0.0;0
Ulrich Thomsen;2.0;1;0.0;0
Raquel Marques;2;1;0.0;0
Coletivo Chá das Cinco;2;1;0.0;0
Thayná Torella;2;1;0.0;0
Júlio Pereira;2;1;0.0;0
Coletivo Filma Que Vai Cair;2;1;0.0;0
Alejo Franzetti;2;1;0.0;0
Daniel Sena;2;1;0.0;0
Arthur Leite;2;1;0.0;0
Juan Soto;2;1;0.0;0
Terrorismo de Autor;2;1;0.0;0
Michal Imielski;2;1;0.0;0
Dmitrii Kalashnikov;2;1;0.0;0
Moritz Seibert;2;1;0.0;0
Wooksang Chang;2;1;0.0;0
Bryan Seles;2;1;0.0;0
Kenneth D. Barker;2;2;1.0;2
Ariane Astrid Atodji;2;1;0.0;0
Kike Florido Aparicio;2;1;0.0;0
Elizabeth Orr;2;2;0.0;0
Joey Indrieri;2;1;0.0;0
Dagny Looper;2;1;0.0;0
Cinematiq Dangereux;2;1;0.0;0
Leon Kirkbeck;2;1;0.0;0
Jason Gwynn;2;1;0.0;0
Jimmy Tin Wah Luk;2;1;0.0;0
Homero Guadarrama;2;2;2.0;4
Charlie Choi;2;1;0.0;0
Ilya Uchitel;2;1;0.0;0
Saki Mafundikwa;2;1;0.0;0
Jade Syed-Bokhari;2;1;0.0;0
Jun Geng;2;1;0.0;0
Pierre Alechinsky;2;1;0.0;0
Carlos Gómez Salamanca;2;1;0.0;0
Irham Acho Bahtiar;2;1;0.0;0
Xavier Mendik;2;1;0.0;0
Silvia Rietdorff;2;1;0.0;0
Jean-Pierre Beaurenaut;2;1;0.0;0
Aleksandr Kurochkin;2;2;0.0;0
Céline Deransart;2;1;0.0;0
Benoit Bargeton;2;1;0.0;0
Mintra Greer;2;1;0.0;0
Giovanni Troilo;2;1;0.0;0
Jiuliang Wang;2;1;0.0;0
Tali Shemesh;2;1;0.0;0
Pierre Braunberger;2.0;1;0.0;0
Gary Entin;2.0;1;0.0;0
Bernardo Moll Otto;2;1;0.0;0
Gonzaga Manso;2;1;0.0;0
Nick Paley;2;1;0.0;0
Jeff Hann;2;1;0.0;0
Mattia Colombo;2;1;0.0;0
Cort Tramontin;2;1;0.0;0
Korhan Yurtsever;2;1;0.0;0
Hakim Rawther;2;1;0.0;0
Christian Viau;2;1;0.0;0
Yance Ford;2;1;0.0;0
Ruth Jenrbekova;2;1;0.0;0
Gus Johnson;2;1;0.0;0
Moyra Davey;2;3;0.0;0
Breid McLoone;2;1;0.0;0
Eleuterio Iribarren;2;1;0.0;0
Sheridan De Myers;2;1;0.0;0
Wallace McCutcheon Jr.;2;1;0.0;0
Lee Seong-tae;2;1;0.0;0
Jay K;2;1;0.0;0
Bruno Garotti;2;1;0.0;0
Haneef Adeni;2;1;0.0;0
Ratheish Kumar;2;1;0.0;0
Mary Mirka Milo;2;1;0.0;0
Chris Kitchen;2;1;0.0;0
Orian Barki;2;1;0.0;0
Benjamin Wilt;2;1;0.0;0
Nikolay Karmazinskiy;2;1;0.0;0
Guillermo García López;2;1;0.0;0
Abigail Bean;2;1;0.0;0
Erlanes Duarte;2;1;2.0;2
Frank Mora;2;1;0.0;0
Maurício Nahas;2;1;0.0;0
Mário Saretta;2;1;0.0;0
Clóvis Vieira;2;1;0.0;0
Margaret Adams;2;1;0.0;0
Keewatin Dewdney;2;3;0.0;0
Mikhail Ilyenko;2;1;0.0;0
Jediswag;2;1;0.0;0
Galina Daneliya-Yurkova;2;1;0.0;0
Bulat Iskakov;2;1;0.0;0
Yoko Takahashi;2;1;0.0;0
Majid Tavakoli;2;1;0.0;0
Cal Hudson;2;1;0.0;0
Paul Slater;2;1;0.0;0
Alvaro D. Ruiz;2;1;0.0;0
Manuel Menchón;2;1;0.0;0
Michel Léviant;2;1;0.0;0
Tiburce;2;1;0.0;0
Garam Kangyu;2;1;0.0;0
Ramchandra Gaonkar;2;1;0.0;0
Chris Wright;2.0;1;0.0;0
Gabriel Coelho;2;1;0.0;0
Fernanda Brasileiro;2;1;0.0;0
Jorge Polo;2;1;0.0;0
Iago Cordeiro Ribeiro;2;1;0.0;0
Calum Rhys;2.0;1;0.0;0
Bruno Rubim;2;1;0.0;0
Wen-Hsiung Lai;2;1;0.0;0
Pedro Falcão;2;1;0.0;0
Fabrício Alves;2;1;0.0;0
Bernd Fischer;2;1;0.0;0
Pedro Henrique;2;1;0.0;0
C.V. Premkumar;2;1;0.0;0
Madiano Marcheti;2;1;0.0;0
T.A Rasaq;2;1;0.0;0
David Aguiar;2;2;0.0;0
Patrick Veale;2;1;0.0;0
Ernst Hirsch;2;2;0.0;0
Andreas Hoessli;2;1;0.0;0
Dominique Willaert;2;1;0.0;0
Luis Antonio Rosario Quiles;2;2;0.0;0
José García Torres;2;4;0.0;0
Mike Cuesta;2;1;0.0;0
Cláudia Rita Oliveira;2;1;0.0;0
Kirk D'Amico;2.0;1;0.0;0
Marc Briones Piulachs;2;1;0.0;0
Hans Tsai;2;1;0.0;0
Mariano Peralta;2;1;0.0;0
Samuel Galli;2;1;0.0;0
GIROSLHERME;2;1;0.0;0
Saumin Mehta;2;1;0.0;0
Nance Nickels;2;1;0.0;0
Luke Ostermiller;2.0;1;0.0;0
Venkat;2;1;2.0;2
T. R. Mahalingam;2;1;0.0;0
Charlie Thomas;2;1;0.0;0
Brecht Vanhoenacker;2;1;0.0;0
Georg Stefan Troller;2;2;0.0;0
Matt Storc;2;1;0.0;0
Emily Moss Wilson;1.0;2;2.0;4
Cory Sellar;2;1;0.0;0
Los ingrávidos;2;1;0.0;0
Pyotr Nosov;2;1;0.0;0
Jobim Sampson;2;1;0.0;0
Kim Hiorthøy;2.0;1;0.0;0
Karin Kaper;2;1;0.0;0
Ron Jacobs;2;1;0.0;0
Victoria Keon-Cohen;2;1;0.0;0
Hugo Conim;2;1;0.0;0
Matthias Hartmann;2;1;0.0;0
Derek Hallquist;2;1;0.0;0
Mikinori Sakakibara;2;1;0.0;0
Peter Brambl;2;1;0.0;0
Frank Perrotto;2;1;0.0;0
Edgar Soberón Torchia;2;1;0.0;0
Takemitsu Sato;2;1;0.0;0
Magda Guidi;2;1;0.0;0
Joey Roush;2;2;0.0;0
Corey Lubowich;2;1;0.0;0
Motonori Sakakibara;2;1;0.0;0
Einar Gabbassov;2;1;0.0;0
Ted Roesgen;2;1;0.0;0
Emmanuel Asquier-Brassart;2;1;0.0;0
Adrian Gout;2;1;0.0;0
Ted Healy;2.0;1;0.0;0
Natalie Metzger;2;1;0.0;0
Kate O'Callaghan;2;2;0.0;0
Сергій Лисецький;2;1;0.0;0
Adam Dufour;2;1;0.0;0
Michael Coleman;2;1;0.0;0
Scott Brown;2;2;0.0;0
Kip Fulbeck;2;2;0.0;0
Yohann Charrin;2;1;0.0;0
Bohdan Kutiepov;2.0;1;0.0;0
Patrick Tierney;2;1;0.0;0
Stephen Rose;2;1;0.0;0
John Humphrey;2;1;0.0;0
Kris Santa;2;1;0.0;0
Doc Salomon;2;4;0.0;0
M.K. Rhodes;2;3;0.0;0
Henderson Maddox;2;1;0.0;0
Jamielyn Lippman;1.0;1;0.0;0
Ryan Swen;2;1;0.0;0
Leslie Singer;2;1;0.0;0
Cecilia Dougherty;2;1;0.0;0
Michael O'Reilly;2;2;0.0;0
Alix Umen;2;1;0.0;0
Sandy Ding;2;9;0.0;0
Kyle Cassidy;2;1;0.0;0
Adam Pitman;2;1;0.0;0
Kirk Kelley;2;1;0.0;0
Daniel Rezende;2.0;3;0.0;0
Kathrin Seelmann-Eggebert;2;1;0.0;0
Ross Craig;2;1;0.0;0
Cecilia Fernández;2;1;0.0;0
Cuyler Ballenger;2;1;0.0;0
Mitch Fillion;2;1;0.0;0
Kivanç Baruönü;2;1;0.0;0
Nicolas Vescovacci;2;1;0.0;0
Mark Phillips;2;1;0.0;0
Hubert Moest;2;1;0.0;0
Pedro Foss;2;7;0.3;2
César Cepeda;2;2;0.0;0
Idzin Xaca;2;1;0.0;0
Nela Fernández;2;1;0.0;0
Jorge Yair Leyva;2;1;0.0;0
Roman Gackowski;2;1;0.0;0
Paula Korva;2;1;0.0;0
William C. Jersey;2;1;0.0;0
Emily Pederson;2;1;0.0;0
Valentin Jeker;2;1;0.0;0
James Lathos;2;1;0.0;0
Leandro Luz;2;1;0.0;0
Barbara Bakos;2;1;0.0;0
Jake Barningham;2.0;2;0.0;0
H.W. Bush;2;1;0.0;0
Nicolai Fuglsig;2;1;0.0;0
Thomas Elliott;2;1;0.0;0
Cathryn Davis Zommer;2;1;0.0;0
Oleksandr Denysenko;2.0;1;0.0;0
Thomas Hill;2;1;0.0;0
Evgeniy Epshtein;2;1;0.0;0
Joe Matarese;2;1;0.0;0
Jouni Hiltunen;2;1;0.0;0
Yevgeny Raikovsky;2;1;0.0;0
James Shelley;2;1;0.0;0
Sophie Galibert;2;1;0.0;0
Kate R. Phillips;2;1;0.0;0
Lee Salter;2;1;0.0;0
Daniel Draper;2;2;0.0;0
Park Jung-woo;2;1;0.0;0
Clarke Mayer;2;2;0.0;0
Inyang Udosen;2;1;0.0;0
Sebastian Thiel;2;1;0.0;0
Guilherme Novello;2;1;0.0;0
Raul Fontoura;2;1;0.0;0
Leonardo Cappelatti;2;1;0.0;0
Juliano Moreira;2;1;0.0;0
Pedro Henrique Clezar;2;1;0.0;0
Victor Nores;2;1;0.0;0
Camila Daronch;2;1;0.0;0
Jérôme Dolbert;2;1;0.0;0
Cristian González;2;1;0.0;0
Ku Wen-Chung;2.0;1;0.0;0
Al Kilgore;2;1;0.0;0
Harry H. Buckwalter;2;1;0.0;0
Elżbieta Benkowska;2;1;0.0;0
Edwin Mcgill;2;1;0.0;0
Romain Brachet;2;1;0.0;0
Ángel Gómez Hernández;2;1;0.0;0
Alex Weight;2;1;0.0;0
Lauren Fash;2;1;0.0;0
Pushan Kripalani;2;1;0.0;0
Валерий Балаян;2.0;1;0.0;0
Matheus Moura;2.0;1;0.0;0
Rémi Bigot;2;2;0.0;0
Sydney Lawson;2;1;0.0;0
Юрій Суярко;2;1;0.0;0
Wiktor Stribog;2;1;0.0;0
Katarzyna Priwieziencew;2;1;0.0;0
Aleksandr Kaurih;2;1;0.0;0
Corynn Egreczky;2;1;0.0;0
Nikolai Makarov;2;1;0.0;0
Matt Carter;2.0;1;0.0;0
Daniel Mendelle;2;1;0.0;0
Melissa Anastasi;2;1;0.0;0
Branislav Bastać;2;1;0.0;0
Barbara Makkinga;2;1;0.0;0
Bernard Saint-Jacques;2;1;0.0;0
Benjamin Borderie;2;1;0.0;0
Bulat Shmanov;2;1;0.0;0
Usch Barthelmeß-Weller;2;1;0.0;0
Kristen Bjorn;2;1;0.0;0
Alonzo Ramirez Ramos;2;1;0.0;0
Ahmed Mekky;2.0;1;0.0;0
Michael Aronson;2;1;0.0;0
Karolien Raeymaekers;2;1;0.0;0
Cemille Matthesen;2;1;0.0;0
Cary Loren;2;1;0.0;0
Carl Gierstorfer;2;1;0.0;0
Charles Berling;2.0;1;0.0;0
Sam Leifer;2;1;0.0;0
Philippe FONTENOY;2;1;0.0;0
Takashi Kodama;2;1;0.0;0
Paul Vander-Molen;2;1;0.0;0
Tin Hung Yiu;2;2;0.0;0
Marco Keller;2;2;0.0;0
Harris Rasheed;2;1;0.0;0
Eric Gravel;2;2;0.0;0
Oakley Anderson-Moore;2;1;0.0;0
Andreu Martín;2;1;0.0;0
Matt Murphy;2;1;0.0;0
David Cave;2;1;0.0;0
Fernando Sanches;2;1;0.0;0
Conrad Son;2;1;0.0;0
Sebastian Perillo;2;1;0.0;0
David Chirchirillo;2;2;3.0;6
Juniper Woodbury;2;1;0.0;0
Roger Scott;2;1;2.0;2
Nicolás Dolensky;2;1;0.0;0
Dmitri Salynsky;2;1;0.0;0
Martin Sagadin;2;1;0.0;0
Akihiro Suzuki;2;1;0.0;0
Priscilla Cameron;2;1;0.0;0
