director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Dries Vos;2;1;0.0;0
Alfredo Leal;2.0;1;0.0;0
Brett DeJager;2;2;0.0;0
Kanagu;2;1;0.0;0
Park So-hyeon;2;1;0.0;0
Jeong Ka-young;2;1;0.0;0
Sebastian Maliyekkal;2.0;1;0.0;0
Zbigniew Libera;2;1;0.0;0
Anuram;2;1;0.0;0
Jérome Sesquin;2;1;0.0;0
Mark Altman;2;1;0.0;0
Antti Peippo;2;1;0.0;0
Hervé Jouon;2;1;0.0;0
Elijah Dylan Costa;2;1;0.0;0
Jamie Badminton;2;1;0.0;0
Bobby Barbacioru;2;1;0.0;0
Marie Mandy;2;3;0.0;0
Francis Fortin;2;1;0.0;0
Curt Wiser;2;1;0.0;0
Nik Wansbrough;2;1;0.0;0
William C. Thompson;2;1;0.0;0
Cole Mueller;2;1;0.0;0
Christian Ackerman;2;1;0.0;0
Mark Stevenson;2;1;2.0;2
Zaradasht Ahmed;2;1;0.0;0
Jerry Webb;2;1;0.0;0
John Stagliano;2.0;1;0.0;0
Marcela Balza;2;1;0.0;0
Claudio Capanna;2;1;0.0;0
Oscar Boyson;2;3;0.0;0
Ken Duken;2.0;1;0.0;0
Doctor Phil;2;1;0.0;0
Aurélien Kouby;2;1;0.0;0
Miguel Múzquiz;2;1;0.0;0
Park Joo-yeong;2;1;0.0;0
Ko Bong-soo;2.0;1;0.0;0
Shinya Takahashi;2;1;0.0;0
Miriam Talavera;2;1;0.0;0
Hank Russell;2;1;0.0;0
Víctor Casaus;2;1;0.0;0
Evandro de Freitas;2;1;0.0;0
E. Jane Thompson;2;1;0.0;0
Ondrej Očenáš;2;1;0.0;0
Ivica Zubak;2;1;0.0;0
Joshua Benson;2;1;0.0;0
Rahdy Elwan;2;1;0.0;0
David Ugarte;2;1;0.0;0
Roger Le Bon;2;1;0.0;0
Guy Fiorita;2;1;0.0;0
Jens Jenson;2;1;0.0;0
Stano Slovák;2;1;0.0;0
Jan Brichcín;2;1;0.0;0
S. Suleman;2;1;0.0;0
Ian Messenger;2;1;0.0;0
Allison Tate;1.0;1;0.0;0
Roberto D'Alessandro;2;1;0.0;0
Chow Cheung;2;1;0.0;0
Andreas Westerberg;2.0;1;0.0;0
Rita Cruchinho;1.0;1;0.0;0
Anne-Gaëlle Daval;2;1;0.0;0
Mike Frison;2;2;0.0;0
Alex Clark;2;1;0.0;0
Henrik Bech Poulsen;2;1;0.0;0
Maria Auerbach;2;1;0.0;0
Harry Lagoussis;2.0;1;0.0;0
Lernert & Sander;2;1;0.0;0
Michael Yaroshevsky;2;1;0.0;0
Tony Nguyen;2;1;0.0;0
John Campopiano;2;1;0.0;0
Debbie Geller;2;2;0.0;0
Christine Cynn;2;1;0.0;0
Monika Borgmann;2;1;0.0;0
Alberto Gómez Díaz;2;1;0.0;0
Guzzi Lantschner;2;2;0.0;0
J. Michael Hooser;2;1;0.0;0
Oliver Betz;2;1;0.0;0
Kevin Stocklin;2;1;0.0;0
Marcus Shakesheff;2;1;0.0;0
Ben Morse;2;1;0.0;0
Max Baker;2.0;1;0.0;0
Mario Díaz;2.0;1;0.0;0
Guy Nantel;2.0;2;0.0;0
Ani Kanneganti;2;1;0.0;0
Silver Tree;2;1;0.0;0
Clara Pais;2;1;0.0;0
Lorenzo Thione;2;1;0.0;0
Valerio Ciriaci;2;1;0.0;0
Francisca Silva;2;1;0.0;0
Filippo Capuzzi Lapietra;2;1;0.0;0
Tobias Smeets;2;1;0.0;0
Justin Baldoni;2.0;1;0.0;0
Geoffrey Assie;2;1;0.0;0
Marcia Fields;2;1;0.0;0
Glenn Robert Smith;2;1;0.0;0
Monica Affatato;2;1;0.0;0
Yûichi Hibi;2;1;0.0;0
Nikita Argunov;2;1;0.0;0
Francis Whately;2;3;0.0;0
Sally Wainwright;2;1;0.0;0
Ryan Ross;2;1;0.0;0
Peleg Levi;2;1;0.0;0
Maksim Demchenko;2;1;0.0;0
Patrick Suite;2;1;0.0;0
Shibprasad Mukhopadhyay;2;1;0.0;0
Astrid Ofner;2;1;0.0;0
Chris Cordone;2;1;0.0;0
Jeff Gold;2;1;0.0;0
Frank Dietz;2;1;0.0;0
Marnix Ruben;2;1;0.0;0
Hermann Joha;2;1;0.0;0
Mac Nixon;2;1;0.0;0
Kerényi Miklós Gábor;2;1;0.0;0
James L. Perry;2;1;0.0;0
Yeung Yee-Muk;2;1;0.0;0
Tana Schémbori;2;1;0.0;0
Emily Wick;2;1;0.0;0
Abraham Sánchez;2;1;0.0;0
Daniel Camargo;2;3;0.7;2
Kike Arroyo;2;1;0.0;0
Irina Margolina;2;1;0.0;0
Ryan Phillips;2;1;0.0;0
Heather Donnell;2;1;0.0;0
Brian Andrew Mendoza;2;1;0.0;0
Alexey Kiruyshenko;2.0;1;0.0;0
Michael Wrongway;2;1;0.0;0
Reinout Swinnen;2;1;0.0;0
Fabrice Benchaouche;2;1;0.0;0
Evelien Hoedekie;2;1;0.0;0
Wouter Sel;2;1;0.0;0
Glen Kirby;2;2;0.0;0
Dietmar Buchmann;2;1;0.0;0
Ulrike Pfeiffer;2;2;0.0;0
Mateo Zoni;2;1;0.0;0
Valentin Nevzorov;2;1;0.0;0
Paolo Petrucci;2;1;0.0;0
Imre Gyöngyössy;2;1;0.0;0
Beppe Attene;2;1;0.0;0
Yoshihiro Kamimoto;2;1;0.0;0
Kazumasa Nemoto;2;1;0.0;0
Justin Schaack;2;1;0.0;0
João Trabulo;2;1;0.0;0
Artyom Aksenenko;2;1;0.0;0
Rui Eduardo Abreu;2;1;0.0;0
John Conaster;2;1;0.0;0
Aldo Rey Valderrama;2;1;0.0;0
Tujiko Noriko;2;1;0.0;0
Remy Wallace;2;1;0.0;0
Myke Chilian;2;2;1.0;2
Justin Roiland;2.0;2;0.0;0
Marc Olinger;2;1;0.0;0
Désirée Nosbusch;1.0;1;0.0;0
Elmar Imanov;2;1;0.0;0
Willem Bosch;2;1;0.0;0
Luc Walpoth;2;1;0.0;0
Crosby Tatum;2;1;0.0;0
Henri Steinmetz;2.0;1;0.0;0
Marcel Racicot;2;1;0.0;0
Renato May;2;1;0.0;0
Antonella Ponziani;1.0;1;0.0;0
Gustavo Ferreira;2;1;0.0;0
Fábio Leal;2;1;0.0;0
Jesús Terrón;2;1;0.0;0
Юлия Белая;2;1;0.0;0
Christopher Jacobs;2;1;0.0;0
Castille Landon;1.0;2;0.0;0
hsiang hsiu li;2;1;0.0;0
David Quintans;2.0;1;0.0;0
Andree Korpys;2;1;0.0;0
Shirley Kim-Ryu;2;1;0.0;0
Lorenzo Valdez Lamar;2;1;0.0;0
Hoon Ryoo;2;1;0.0;0
Solai Prakash;2;1;0.0;0
Cristina Martins;2;1;0.0;0
Christian Ortega;2;1;0.0;0
D.S. Minasian;2;1;0.0;0
Kevin Cookman;2;1;0.0;0
Philip Earnshaw;2;1;0.0;0
Jason LaBarge;2;1;0.0;0
Mahesh Narayanan;2;1;0.0;0
Horst Tappert;2;1;0.0;0
Laurent Cibien;2;1;0.0;0
Constantin Alexander;2;1;0.0;0
Rene Araneda;2.0;1;0.0;0
Diamond Bois;2;1;0.0;0
Masaaki Jindo;2;1;0.0;0
Cathal Kenna;2;1;0.0;0
Vitaliy Shushko;2;1;0.0;0
Amy Wade;1.0;1;0.0;0
Jun Yoriko;2;3;0.7;2
Joe O'Connell;2;1;0.0;0
Bill Verity;2;1;0.0;0
Hans J. Gnamm;2;1;0.0;0
Stephanie Weier;1.0;1;0.0;0
Yoki P. Soufyan;2;1;0.0;0
Milton Ramírez Malavé;2;1;0.0;0
Gregor Joackim;2;1;2.0;2
Alejandro Nieto-Polo;2;1;0.0;0
Nicolas Ripoche;2;1;0.0;0
Laurel Chiten;2;1;0.0;0
Ferdinand P. Earle;2;1;0.0;0
Jože Pengov;2;1;0.0;0
Ferenc Tolvaly;2;1;0.0;0
Ernie Rettino;2;1;0.0;0
Alain-Alcide Sudre;2;2;0.0;0
Hossein Rajabian;2;1;0.0;0
Shiva Raj Kanumuri;2;1;0.0;0
Angélica Pauli;2;1;0.0;0
Wiesław Saniewski;2;1;0.0;0
Lester Hamlet;2;1;0.0;0
Johanne Gómez;2;1;0.0;0
John-Andrew O’Rourke;2;1;0.0;0
Buta Singh;2;1;0.0;0
Ryan Ohm;2;1;0.0;0
Ángeles Huerta;2;1;0.0;0
Oliver Zahle;2;1;0.0;0
Xu Chuanhai;2;1;0.0;0
Scott Aukerman;2;1;0.0;0
Carl Faruolo;2.0;1;0.0;0
Marie Harder;1.0;1;0.0;0
Jon Carlstedt;2;1;2.0;2
Rui Goulart;2;1;0.0;0
Dan Harmon;2.0;1;0.0;0
Drew Hancock;2;1;0.0;0
Cristóbal Serrá Jorquera;2;1;0.0;0
Matt Hoffman;2;1;0.0;0
Ryan Landels;2;1;0.0;0
Ilja Richter;2.0;1;0.0;0
Przemysław Häuser;2;1;0.0;0
Louis Clichy;2;1;0.0;0
Saji Palamel;2;1;0.0;0
Vidhu Vincent;2;1;0.0;0
Emil Kneiß;2;1;0.0;0
Rüdiger Gumm;2;1;0.0;0
Inger Schwarz;2;1;0.0;0
Lutz Köhlert;2;2;0.0;0
Marlene Pfau;2;1;0.0;0
Richard Machin;2;1;0.0;0
Olivier Dekegel;2;1;0.0;0
Emma Rice;2;1;0.0;0
Marcela Gómez Montoya;2;1;0.0;0
Nacho Solana;2;1;0.0;0
Jonathan Olinger;2;1;0.0;0
Claude Boissol;2;1;0.0;0
Mostafa Ahmadi;2;1;0.0;0
Rudi Goldman;2;1;0.0;0
Cheong Kin Man;2;1;0.0;0
Ivan Jović;2;1;0.0;0
Darren R. Reid;2;1;0.0;0
Sergio Iglesias;2;1;0.0;0
Mark James Craig;2;1;0.0;0
Genevieve Clay-Smith;2;1;0.0;0
Jamie Weston;2;2;0.0;0
Glen Mortimer;2;1;0.0;0
Steven Potgeter;2;1;0.0;0
Kunio Okajima;2;1;0.0;0
Chan Ho Lun;2;1;0.0;0
Ingo Schmoll;2;1;0.0;0
Nora Lam;2;1;0.0;0
Fumio Kurokawa;2;1;0.0;0
Ian MacDougall;2;1;0.0;0
Marius Rolfsvåg;2;1;0.0;0
Carmen Amelia Rojas Gamarra;2;1;0.0;0
Theresa Campbell;2;1;0.0;0
Flor Copley;2;1;0.0;0
Magnus Nanne;2;1;0.0;0
Shelagh O'Brien;2;2;0.0;0
Antonio Mayans;2.0;1;0.0;0
Andrew David Clark;2;1;0.0;0
Wim Helsen;2;1;0.0;0
Tunç Davut;2;1;0.0;0
José Eduardo Miglioli Junior;2;1;0.0;0
Philip Wang;2;5;0.8;4
Richard Dunlap;2;2;0.0;0
Jokin Urruticoechea;2;2;0.0;0
Sharon Lewis;2;1;0.0;0
Renee Zahn;2;1;0.0;0
Elizabeth Rohrbaugh;2;1;0.0;0
Kirill Malyantovich;2;1;0.0;0
Wiep Teeuwisse;2;1;0.0;0
Charles Webb;2.0;1;0.0;0
Xie Shuchang;2;1;0.0;0
Loïc Bruyère;2;1;0.0;0
Giulia Martinelli;2;1;0.0;0
Kolja Saksida;2;1;0.0;0
Ivan Mirko Senjanović;2;1;0.0;0
Ieva Miškinytė;2;1;0.0;0
Quentin Haberham;2;1;0.0;0
Alexander Armas Kereklidis Turpin;2;1;0.0;0
Claire Boucher;2;1;0.0;0
Laura Raud;1.0;1;0.0;0
Nikolaus Weißenhorn;2;1;0.0;0
Marcelo Ernandez;2;1;0.0;0
Carlos Deiró;2;1;0.0;0
Sebastião Braga;2;1;0.0;0
Victor Ribeiro;2;1;0.0;0
René Schöpfer;2;1;0.0;0
Cristina Raschia;2;1;0.0;0
Cath Le Couteur;2;1;0.0;0
Lisa Jay;2;1;0.0;0
Marie Enthoven;2;1;0.0;0
Françoise Dupal;2;1;0.0;0
Michael Kvium;2;1;0.0;0
Hrund Gunnsteinsdottir;2;1;0.0;0
Ryan Higa;2;3;0.0;0
Song Min-gyu;2;1;0.0;0
Chris Suchorsky;2;1;0.0;0
Yuriy Kutsenko;2;1;0.0;0
Ing K.;2;4;0.0;0
Becky Gregory-Clarke;2;1;0.0;0
Riccardo Chailly;2;1;0.0;0
Charles M. Schulz;2.0;1;0.0;0
Patrick Brian Smith;2;1;0.0;0
Marta Pajek;2;1;0.0;0
Cordelia Dvorak;2;1;0.0;0
Hussein Hassan;2;2;0.0;0
Meinhard Rauchensteiner;2;1;0.0;0
Arthur Summereder;2;1;0.0;0
Yusup Daniyalov;2;1;0.0;0
Gorka Sesma;2;1;0.0;0
Guy Greville-Morris;2;1;0.0;0
Marvin Meiendresch;2;1;0.0;0
Lynda Bartnik;2;1;0.0;0
Manu Kannamthanam;2;1;0.0;0
Fabrizio Urso;2;1;0.0;0
Leib Cohen;2;1;0.0;0
Joaquín Hidalgo;2;1;0.0;0
Ersain Abdrahmanov;2;1;0.0;0
Craig Leeson;2;1;0.0;0
Ross Peacock;2;1;0.0;0
Maxime Villalonga;2;1;0.0;0
Hasan Can Dağlı;2;1;0.0;0
Marco Orsini;2;1;0.0;0
George Todria;2;1;0.0;0
Isabel Bouttens;2;1;0.0;0
Julia Lindström;2;1;0.0;0
Manuel Vogel;2;1;0.0;0
Luisa Morell;2;1;0.0;0
Aniruddha Bhattachrya;2;1;0.0;0
Mohamed Siam;2;1;0.0;0
Colin Day;2;1;0.0;0
Derek Presley;2;1;0.0;0
Vladimir Danilevich;2;1;0.0;0
Denis Schwemler;2;1;0.0;0
Hitomi Kuroki;1.0;1;0.0;0
Philip Ewert;2.0;4;1.0;4
Roman Artemev;2;1;0.0;0
Malcolm Hearn;2;1;0.0;0
Antwoine Steele;2;1;0.0;0
Roger Ashton-Griffiths;2.0;1;0.0;0
Badrahin Sumhu;2;1;0.0;0
Reza Abdoh;2;1;0.0;0
Anton Bilzho;2;1;0.0;0
Nicolas Silhol;2;2;0.0;0
Cristiano Ceriello;2;1;0.0;0
Joel Moser;2;1;0.0;0
Milon V. Parker;2;1;0.0;0
Michael R. Santana;2;1;0.0;0
Boris Grigorev;2;2;0.0;0
Neil Losin;2;1;0.0;0
Kerry Shawcross;2;1;0.0;0
François Paquay;2;1;0.0;0
Emmanuel Marre;2;2;2.0;4
Arnaud Dufeys;2;2;0.0;0
Ottavio Fabbri;2;1;0.0;0
Alexandra Juhasz;2;1;0.0;0
Michael Gregory;2;1;0.0;0
Jaime Fernández;2.0;2;1.0;2
Paul Neyrinck;2;1;0.0;0
Philippe Ducrest;2;1;0.0;0
Justin Herring;2;1;0.0;0
Hernán Fernández;2;1;0.0;0
Tomás De Leone;2;1;0.0;0
Scott Weintrob;2;2;0.0;0
Ronny A. Sosa;2;1;0.0;0
Jason Arbour;2;1;0.0;0
Richard Signy;2.0;1;0.0;0
Ryan Dhalliwal;2;1;0.0;0
Raymond Montemayor;2;1;0.0;0
Kristin Slaysman;2;1;0.0;0
Rohit Karn Batra;2;1;0.0;0
Endam Nihan;2;1;0.0;0
Joanna Harrison;2;1;0.0;0
Sennan;2;1;0.0;0
Chris Simmons;2;1;0.0;0
Hugh Foulds;2;1;0.0;0
Ann Bierlich;2;1;0.0;0
Tyler MacNiven;2;1;0.0;0
Armon Mahdavi;2;2;0.0;0
Neil Cohen;2.0;1;0.0;0
Nam-su Park;2;1;0.0;0
Saito Yuki;2;1;0.0;0
Phyllis Baldino;2;1;0.0;0
Anna Zackrisson;2;1;0.0;0
Martin Dolenský;2;1;0.0;0
Denise Korycki;2;2;0.0;0
Marty Schousboe;2;1;0.0;0
Hal Burdick;2;1;0.0;0
Jesse Salto;2;1;0.0;0
Yves Geleyn;2;1;0.0;0
Damian Heffernan;2;1;4.0;4
Sylvia Nagel;2;1;0.0;0
Ryan Shovey;2;1;0.0;0
Carsten Fiebler;2;1;0.0;0
Michio Mihara;2;1;0.0;0
Pauline Roque;2;1;0.0;0
Tamás Seres;2;1;0.0;0
Tim van Beveren;2;1;0.0;0
Victor Vio;2;1;0.0;0
Nobuyuki Takeuchi;2;1;0.0;0
Risako Yoshida;2;1;0.0;0
Grégory Lecocq;2;1;0.0;0
Kyohei Fujimura;2;1;0.0;0
Tamás Kálócz;2;1;0.0;0
Taylor Kerby;2;1;0.0;0
Enrique Herreros;2;1;0.0;0
Vincent Smitz;2;1;0.0;0
Raphaël Balboni;2;1;0.0;0
Dagmar Hase;2;1;0.0;0
Frédéric Castadot;2;1;0.0;0
Liz Unna;2;1;0.0;0
Adam Pitzler;2;1;0.0;0
Daniel Parry;2;1;0.0;0
Lorena Mariquez;2;1;0.0;0
Erin Cramer;2;1;0.0;0
Don Max;2.0;1;0.0;0
Susanne Boekhorst;2;1;0.0;0
Sarah Hirtt;2;1;0.0;0
Christophe Bourdon;2;1;0.0;0
Pablo Munoz Gomez;2;1;0.0;0
Shane Hagedorn;2;1;0.0;0
Minjung Kim;2;1;0.0;0
Nicolas Bedos;2.0;1;0.0;0
Julius Grimm;2;1;0.0;0
Nadezhda Vitalskaya;2;1;0.0;0
Curtis Schultz;2;1;0.0;0
Feridun Kete;2;1;0.0;0
Martha Caldera;2;1;0.0;0
Alexander Resch;2;1;0.0;0
Daisuke Kamijô;2;1;0.0;0
Oleksiy Kiryuschenko;2;1;0.0;0
David Tybor;2;1;0.0;0
Yuri Lysenko;2.0;1;0.0;0
André Matarazzo;2;1;0.0;0
Kenneth Egbuna;2;1;0.0;0
Ryan Martin Brown;2;2;0.0;0
Jean Robert-Charrier;2;1;0.0;0
Claudio Costa;2;1;0.0;0
Daniel Edmundson;2;1;0.0;0
Relivaldo Pinho;2;1;0.0;0
Robinder Uppal;2;1;0.0;0
Thiago Carvalho;2;1;0.0;0
Gary Wood;2;1;0.0;0
Drew Marvick;2;1;0.0;0
Kim Wright;2;1;0.0;0
Oleg Lentsius;2;1;0.0;0
Johnny Chang;2;1;0.0;0
Anton Fedotov;2;1;0.0;0
Robert Ralston;2;1;0.0;0
Bénédicte Brunet;2;1;0.0;0
Jader Chahine;2;1;0.0;0
Lucas Omar;2;1;0.0;0
Jon Jarocki;2.0;1;0.0;0
Anthony Daniels;2.0;1;0.0;0
Maxim Boev;2;1;0.0;0
Shanker Raman;2;1;0.0;0
Farid Kounda;2;1;0.0;0
Jason Mewes;2.0;1;0.0;0
Camille Fortin-Chbib;2;1;0.0;0
Cleo Samoles-Little;2;1;0.0;0
Myriam Raja;2;1;0.0;0
Justin Nelson;2;1;0.0;0
Robert Paige;2;1;0.0;0
Todd Sansom;2;2;0.0;0
Lida Huver;2;1;0.0;0
Avijit Mukul Kishore;2;1;0.0;0
Vladimir Zaykin;2;1;0.0;0
Arvin Jezer Gagui;2;1;0.0;0
Jacob Lazarow;2;1;0.0;0
Emilio Yebra;2;1;0.0;0
Francesc Herrera;2;1;0.0;0
Gustavo Montiel Pagés;2;2;1.0;2
Mark Lucey;2;1;0.0;0
Matthew Pook;2;1;0.0;0
Ulrich Adrian;2;1;0.0;0
Joe Murray;2;1;0.0;0
Reyna Young;2;1;0.0;0
Nathan Bucar;2;1;0.0;0
Renz Cruz;2;1;0.0;0
Brian Spencer Reyes;2;1;0.0;0
Clarisse Gabus;2;1;0.0;0
Cody Bown;2;1;0.0;0
Farah Hasanbegović;2;2;0.0;0
Čejen Černić;1.0;1;0.0;0
Nicolas de Leval Jezierski;2;1;0.0;0
Alexander Abaturov;2;1;0.0;0
Harley Wootton;2;1;0.0;0
Jan Schmid;2.0;1;0.0;0
Ebrû Avci;2;1;0.0;0
Veli-Matti Saikkonen;2;2;0.0;0
Francesco Vicario;2;1;0.0;0
Sabrina Paravicini;2;1;0.0;0
Alfredo González;2;1;0.0;0
Veerle Nagelkerke;2;1;0.0;0
Eric Cloutier;2.0;55;0.0;2
Rapparu;2;1;0.0;0
Carl Mason;2;1;0.0;0
Mitch Glass;2;1;0.0;0
Clarissa Knoll;2;1;0.0;0
José Pedro Charlo;2;1;0.0;0
Hugo Covarrubias;2;1;0.0;0
Hugues Opter;2;1;0.0;0
J. Mitchel Reed;2;1;0.0;0
Frank Nasso;2.0;1;0.0;0
Alex Dubus;2;1;0.0;0
Lee Miller;2;1;0.0;0
Ethan H. Minsker;2;1;2.0;2
Erahm Christopher;2;1;0.0;0
Golamreza Azadi;2;1;0.0;0
Stuart Comerford;2;2;2.0;4
Bülent Aladag;2;1;0.0;0
Richard Hunt;2.0;1;0.0;0
Arnaud Simon;2;1;0.0;0
Robert Dillon;2;1;0.0;0
Michael Slavens;2;1;0.0;0
Max E. Hayes;2;1;0.0;0
Temujin Doran;2;1;0.0;0
Vlad V. Feier;2;1;0.0;0
Christian Paolo Lat;2;1;0.0;0
Roque Lee;2;1;0.0;0
Rajat Rakshit;2;1;0.0;0
Yuli Slupsky;2;1;0.0;0
K.S. Prakash Rao;2;1;0.0;0
Ivan Kraljevic;2;1;0.0;0
Johnson Lee Sze-Chit;2.0;1;0.0;0
Lee Kung-Lok;2;2;0.0;0
László Cserépy;2;1;0.0;0
Heleen van Royen;1.0;1;0.0;0
Hani al-Shaibani;2;1;0.0;0
Eric Paccoud;2;1;0.0;0
William Garratt;2;1;0.0;0
Ben Jagger;2;1;0.0;0
György Pálos;2.0;1;0.0;0
Laurent Grasso;2;1;0.0;0
Chris Griffiths;2;1;0.0;0
Montana Hall;2;1;0.0;0
Mark Chee;2;1;0.0;0
Youcef Lalami;2;1;0.0;0
Robert Palumbo;2;1;0.0;0
Antonio Santini;2;1;0.0;0
Nasos Karabelas;2;1;0.0;0
Ozal Emier;2;1;0.0;0
Michelle Morgan;1.0;1;0.0;0
Tarek Boudali;2;1;0.0;0
Tristan Séguéla;2;1;0.0;0
Jimi Bueno;2;1;0.0;0
Gil Cardinal;2;2;0.0;0
Jordan Fraser;2;1;0.0;0
Yudho Aditya;2;1;0.0;0
Arthur Franck;2;1;0.0;0
Giorgi Liponava;2;1;0.0;0
Jano Ben Chaabane;2;1;0.0;0
Craig David Wallace;2.0;1;0.0;0
Jesse Zamora;2;1;0.0;0
Esko Leimu;2;1;0.0;0
Helena Hufnagel;2;1;0.0;0
Tina Barney;2;2;0.0;0
Naia Lassus;2;1;0.0;0
Alexandre Khondji;2;1;0.0;0
Vincent Assmann;2.0;1;0.0;0
Tini Tüllmann;2;1;0.0;0
Doron Wisotzky;2;2;2.0;4
Kanak Mishra;2;1;0.0;0
Hong Deok-pyo;2.0;2;0.0;0
Nelson Kim;2;1;0.0;0
Kari Franck;2;2;0.0;0
Andrea Vialardi;2;1;0.0;0
Paul Sietsema;2;1;0.0;0
Mikael Rabetrano;2;1;0.0;0
John Ebert;2;1;0.0;0
Davi Mello;2;1;0.0;0
Masataka Ichimi;2;1;0.0;0
Manos Ioannou;2;1;0.0;0
Witold Ludwig;2;1;0.0;0
Cyprian T. Olencki;2;1;0.0;0
Igor Bezinović;2;3;0.0;0
Jürgen Schadeberg;2;1;0.0;0
J.P. Scott;2;1;0.0;0
Matija Pisacic;2;2;0.0;0
Christopher Birk;2;1;0.0;0
Matthew J. Rowney;2;1;0.0;0
Pawel Siczek;2;1;0.0;0
Zosya Rodkevich;2;1;0.0;0
Kenji Shibayama;2;2;0.0;0
Daniel Warth;2;1;0.0;0
Joost van den Bosch;2;1;0.0;0
Dennis Petersen;2;1;0.0;0
Casey Tibbs;2;1;0.0;0
Joyce van Diepen;2;1;0.0;0
Rati Ramishvili;2;1;0.0;0
Islam Kaziev;2;1;0.0;0
Marieke Gleim;2;1;0.0;0
Ollie Bartlett;2;3;2.0;6
Alberto Leal;2;1;0.0;0
Chuck Sturtevant;2;1;0.0;0
Bolaji Dawodu;2;1;0.0;0
Tom Radford;2;1;0.0;0
Ale McHaddo;2;2;0.0;0
Natalya Kadyrova;2;1;0.0;0
Seth Kieffer;2;1;0.0;0
Guo Jian-Yong;2;2;2.0;4
Vladimir Issaev;2.0;1;0.0;0
babs raedscheiders;2;1;0.0;0
KRIS MERGAN;2;1;0.0;0
Seyyed Jamal Seyyed Hatami;2;1;0.0;0
Raf Wathion;2;1;0.0;0
Mary Sweeney;1.0;1;0.0;0
Jeannie Gaffigan;1.0;1;0.0;0
Yevgeni Tsymbal;2;1;0.0;0
Köken Ergun;2;1;0.0;0
Geoffrey Boulanger;2;1;0.0;0
Saadat Munir;2;1;0.0;0
Jirí Tyller;2;1;0.0;0
Hidetaka Ito;2;1;0.0;0
Michal Wegrzyn;2;1;0.0;0
Jonathan Olshefski;2;1;0.0;0
Yoel Morales;2;1;0.0;0
Hal Kirkland;2;1;0.0;0
Atef Ben Bouzid;2;1;0.0;0
Craig Tuohy;2;1;0.0;0
Ashley Sabin;1.0;1;0.0;0
Amanda Lipitz;2;1;0.0;0
Naresh Garg;2;1;2.0;2
Grant S. Johnson;2;1;0.0;0
Jennifer Brea;2;1;0.0;0
Kandice King;2;1;0.0;0
Beate Thalberg;2;1;0.0;0
Sabaah Folayan;2;1;0.0;0
Corinne van der Borch;2;1;0.0;0
Viv Fongenie;2;1;0.0;0
Yousuke Yamashita;2;1;0.0;0
Austin Peters;2.0;1;0.0;0
James B. Cox;2;1;0.0;0
Dominic Allan;2;2;0.0;0
Margaret Cho;1.0;1;0.0;0
Frankie Fenton;2;1;0.0;0
Александра Рахмилевич;1.0;1;0.0;0
Feras Fayyad;2.0;1;0.0;0
Rahul Jain;2;1;0.0;0
David Chalker;2;1;0.0;0
Catherine Bainbridge;1.0;1;0.0;0
Adam Sobel;2;1;0.0;0
Luis Vale;2;1;0.0;0
Soukthavone Panyaphone;2;1;0.0;0
Richard Finn Gregory;2;1;0.0;0
Clinton J. Williams;2;2;0.0;0
Igor Barrère;2;1;0.0;0
jean chabot;2;2;0.0;0
Josef Stein;2;2;4.0;8
Mohan G;2;1;0.0;0
Arne Körner;2;1;0.0;0
Marie Luise Droop;2;1;0.0;0
Frank Amann;2;1;0.0;0
Julian Wildgruber;2;1;0.0;0
Takahiro Tanaka;2;2;0.0;0
Emmanuel Cavalcanti;2;1;0.0;0
Simon Mark-Brown;2;1;0.0;0
Vladimir Degtyaryov;2;1;0.0;0
Drilon Hoxha;2;1;0.0;0
Jorge Semprún;2.0;1;0.0;0
Benjie Bateman;2;1;0.0;0
Deborah Etta Robinson;2;1;0.0;0
Jobst Knigge;2;1;0.0;0
Іван Кравчишин;2;1;0.0;0
Luis O. Garcia;2;1;0.0;0
Fabrice Hourlier;2;3;2.0;6
Roland Portiche;2;1;0.0;0
Masoud Jafari Jozani;2;1;0.0;0
Fernando Ávila;2;1;2.0;2
Kan Lume;2;1;0.0;0
Chester Tam;2.0;1;0.0;0
Aurélie du Boys;2;1;0.0;0
Murali Krishna;2.0;1;0.0;0
Takahiko Watanabe;2;1;0.0;0
Uwe Greiner;2;2;0.0;0
Price James;2;1;0.0;0
Wilde Siem;2;1;0.0;0
Maggie Lee;2;1;0.0;0
Claudia Pickering;2;1;0.0;0
Stephen McCallum;2;1;0.0;0
Henry Ramírez;2;1;0.0;0
Charles Martínez;2;1;0.0;0
Mohamed Hussain;2;1;0.0;0
Dmitriy Tyurin;2;2;0.0;0
Loftur Guðmundsson;2;1;0.0;0
Wasif Alshaikh;2;1;0.0;0
Simon Auge;2;1;0.0;0
Vassil Gendov;2;1;0.0;0
Feognijus Dunajevas;2;1;0.0;0
Benji Sandergaard;2.0;3;0.0;0
Rishab Shetty;2;1;0.0;0
George Tarr;2;1;0.0;0
Juan Antonio Borges;2;1;0.0;0
Heo Chul;2;1;0.0;0
Andreas Scheffer;2;1;0.0;0
Jesper Petzke;2;1;0.0;0
Jordan McLaughlin;2;4;0.5;2
Leif Tystad;2;1;0.0;0
Hokimoto Sora;2;1;0.0;0
Elene Naveriani;2;1;0.0;0
Kiarash Anvari;2.0;1;0.0;0
Abdullah Mohammad Saad;2;1;0.0;0
René Pérez;2.0;1;0.0;0
