title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
A tale of two sisters;0;01/01/2009;3;none;4552;ko;207;7;2003-06-13;장화, 홍련;110;0;115;tt0365376;South Korea;1;B.O.M. Film Productions Co.;2;Drama;3;Kim Jee-woon;1;Jeong-wan Oh;2;7
Je t'aime, je t'aime;0;01/01/2009;3;none;2266;fr;186;6.7;2006-05-16;Paris, je t'aime;13000000;4857367;120;tt0401711;France;1;Filmazure;3;Drama;2;Olivier Assayas;21;Emmanuel Benbihy;2;48
Crin Blanc;0;01/01/2009;4;ESMPA;15382;fr;15;6.4;1953-12-19;Crin blanc: Le cheval sauvage;0;0;47;tt0044518;France;1;Films Montsouris;1;Drama;1;Albert Lamorisse;1;Albert Lamorisse;1;6
Le ballon rouge;0;01/01/2009;4;ESMPA;15265;en;91;7.7;1956-10-19;Le ballon rouge;0;0;34;tt0048980;France;1;Films Montsouris;1;Fantasy;3;Albert Lamorisse;1;none;0;4
Easy Riders;0;01/12/2008;4;none;32276;en;14;7.3;2003-03-09;Easy Riders, Raging Bulls;0;0;119;tt0359203;United States of America;1;none;0;Documentary;1;Kenneth Bowser;1;none;0;20
Un homme qui dort;0;01/12/2008;5;none;104086;fr;19;8.4;1974-04-24;Un homme qui dort;0;0;77;tt0192718;France;1;"Francia-Túnez; Dovidis / Satpec";1;Drama;1;Bernard Queysanne;2;none;0;2
28 days later;0;01/07/2008;3;none;170;en;1609;7;2002-10-31;28 Days Later;5000000;82719885;113;tt0289043;United Kingdom;1;DNA Films;2;Horror;3;Danny Boyle;1;Andrew Macdonald;1;22
Hiroshima mon amour;0;16/04/2008;5;none;5544;fr;107;8;1959-06-10;Hiroshima mon amour;0;0;90;tt0052893;France;2;Pathé Entertainment;4;Drama;3;Alain Resnais;1;Anatole Dauman;2;5
L'emploi du temps;0;01/01/2008;4;none;35651;fr;15;5.3;2001-09-10;L'emploi du temps;0;0;134;tt0279065;France;1;Procirep;10;Drama;1;Laurent Cantet;1;Caroline Benjo;1;7
Ressources Humaines;0;01/01/2008;4;none;46831;fr;8;6.4;1999-11-20;Ressources humaines;0;0;100;tt0220726;France;2;BBC Films;6;Drama;1;Laurent Cantet;1;Caroline Benjo;2;16
Pat Garrett et Billy le Kid;0;01/01/2008;3;none;11577;en;61;7.2;1973-05-23;Pat Garrett & Billy the Kid;4638783;11000000;106;tt0070518;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Western;1;Sam Peckinpah;1;Gordon Carroll;1;37
Johnny Got His Gun ;0;01/01/2008;5;none;16328;en;60;7.2;1971-08-04;Johnny Got His Gun;0;0;111;tt0067277;United States of America;1;World Entertainment;1;War;2;Dalton Trumbo;1;Bruce Campbell;2;15
The Manchurian Candidate;0;01/01/2008;3;none;14462;en;356;6.2;2004-07-30;The Manchurian Candidate;80000000;96105964;129;tt0368008;United States of America;1;Paramount Pictures;3;Drama;3;Jonathan Demme;1;Jonathan Demme;4;29
Faux semblants;0;01/01/2007;4;none;9540;en;156;7;1988-09-23;Dead Ringers;13000000;8038508;115;tt0094964;Canada;2;Téléfilm Canada;3;Drama;3;David Cronenberg;1;Marc Boyman;2;18
Les deux anglaises et le continent ;0;01/01/2007;4;none;42513;fr;22;6.7;1971-11-18;Les deux Anglaises et le continent;0;0;130;tt0066989;France;1;Les Films du Carrosse;2;Romance;2;François Truffaut;1;Marcel Berbert;1;12
Orphée;0;01/01/2007;5;ESMPA;4558;fr;41;8;1950-09-29;Orphée;0;0;95;tt0041719;France;1;Films du Palais Royal;2;Drama;3;Jean Cocteau;1;none;0;9
Le testament d'Orphée;0;01/01/2007;2;none;36878;fr;15;7.8;1960-02-18;Le Testament d'Orphée;0;0;80;tt0054377;France;1;Cinédis;2;Fantasy;2;Jean Cocteau;1;Jean Thuillier;1;23
Accident;0;01/01/2007;5;none;278693;ro;0;0;1977-02-07;Accident;0;0;94;tt0074090;none;0;none;0;Crime;2;Sergiu Nicolaescu;1;none;0;9
Les criminels;0;01/01/2007;4;none;33828;fr;23;6.5;1999-08-17;Les Amants Criminels;0;0;96;tt0205735;France;1;none;0;Horror;3;François Ozon;1;none;0;7
Les damnés;0;01/01/2007;4;none;445152;fr;0;0;2016-07-06;Les damnés;0;0;;;none;0;none;0;none;0;none;0;none;0;2
Le messager;0;01/01/2007;3;none;144829;en;0;0;1937-09-02;Le messager;0;0;98;tt0029235;none;0;none;0;none;0;Raymond Rouleau;1;none;0;7
monsieur klein;0;01/01/2007;5;none;58925;fr;23;7.3;1976-05-08;Mr. Klein;0;0;123;tt0074916;Italy;2;Adel Productions;1;War;5;Joseph Losey;1;none;0;12
The Servant;0;01/01/2007;4;none;42987;en;44;7.2;1963-11-01;The Servant;0;0;116;tt0057490;United Kingdom;1;Associated British-Pathé;3;Drama;1;Joseph Losey;1;Joseph Losey;1;13
The host;0;01/01/2007;4;none;72710;en;1701;6;2013-03-22;The Host;44000000;63327201;125;tt1517260;United States of America;1;Nick Wechsler Productions;4;Action;5;Andrew Niccol;1;Stephenie Meyer;4;36
Memories of Murder;0;01/01/2007;5;none;11423;ko;360;7.9;2003-04-24;살인의 추억;2800000;0;129;tt0353969;South Korea;1;Sidus Pictures;3;Crime;3;Bong Joon-ho;1;Cha Seoung-jae;3;10
Barking Dogs Never Bite;0;01/01/2007;2;none;21531;ko;25;6;2000-02-19;플란다스의 개;0;0;106;tt0269743;South Korea;1;CJ Entertainment;1;Comedy;1;Bong Joon-ho;1;none;0;4
Charade;0;01/01/2007;2;none;4808;en;308;7.7;1963-12-05;Charade;4000000;13474588;113;tt0056923;United States of America;1;Universal Pictures;1;Comedy;4;Stanley Donen;1;Stanley Donen;2;27
Rudolph, the Red-Nosed Reindeer;0;01/01/2007;4;ESMPA;33719;en;31;5.9;1998-10-16;Rudolph the Red-Nosed Reindeer: The Movie;0;0;83;tt0137201;none;0;none;0;Family;2;William R. Kowalchuk Jr.;1;none;0;8
Mary Poppins;0;01/01/2007;4;ESMPA;433;en;1007;7.4;1964-08-27;Mary Poppins;6000000;102272727;139;tt0058331;United States of America;1;Walt Disney Productions;1;Comedy;3;Robert Stevenson;1;Walt Disney;2;20
Andrei Roublev;0;01/01/2006;3;none;895;ru;120;8;1966-12-16;Андрей Рублёв;0;0;205;tt0060107;Russia;1;Mosfilm;1;Drama;2;Andrei Tarkovsky;1;Tamara Ogorodnikova;1;11
Solaris;0;01/01/2006;3;none;2103;en;343;5.9;2002-11-27;Solaris;47000000;30002758;99;tt0307479;United States of America;1;Twentieth Century Fox Film Corporation;2;Drama;4;Steven Soderbergh;1;James Cameron;3;13
ExistenZ;0;01/01/2006;4;none;1946;en;424;6.7;1999-04-14;eXistenZ;15000000;2856712;97;tt0120907;Canada;3;Alliance Atlantis Communications;8;Action;4;David Cronenberg;1;David Cronenberg;3;17
Le Festin Nu;0;01/01/2006;3;none;2742;en;183;6.9;1991-12-27;Naked Lunch;16000000;0;115;tt0102511;Canada;3;Téléfilm Canada;7;Drama;1;David Cronenberg;1;Jeremy Thomas;1;19
Les nuits de cabiria;0;01/01/2006;5;none;19426;it;100;7.8;1957-10-03;Le notti di Cabiria;0;752045;110;tt0050783;France;2;Dino de Laurentiis Cinematografica;2;Drama;1;Federico Fellini;1;Dino De Laurentiis;1;23
La dolce vita;0;01/01/2006;3;none;439;it;251;7.9;1960-02-05;La dolce vita;0;19516000;174;tt0053779;France;2;Pathé Consortium Cinéma;4;Comedy;2;Federico Fellini;1;Giuseppe Amato;2;24
Amarcord ;0;01/01/2006;2;none;7857;it;143;7.7;1973-12-13;Amarcord;0;0;123;tt0071129;Italy;1;PECF;2;Comedy;2;Federico Fellini;1;Franco Cristaldi;1;15
Les enfants du paradis;0;01/01/2006;5;S;2457;fr;67;7.8;1945-03-15;Les Enfants du Paradis;0;0;190;tt0037674;France;1;Société Nouvelle Pathé Cinéma;1;Drama;2;Marcel Carné;1;Raymond Borderie;2;45
Par delà les nuages;0;01/01/2006;2;none;33517;fr;22;6.7;1995-06-06;Al di là delle nuvole;0;0;112;tt0114086;Germany;3;Sunshine;1;Drama;2;Wim Wenders;2;none;0;12
Le procès;0;01/01/2006;4;none;3009;en;69;7.3;1962-12-21;Le procès;0;0;118;tt0057427;France;1;Hisa-Film;1;Crime;2;Orson Welles;1;Alexander Salkind;1;12
Citizen Kane;0;01/01/2006;5;none;15;en;1090;7.9;1941-04-30;Citizen Kane;839727;23217674;119;tt0033467;United States of America;1;RKO Radio Pictures;2;Mystery;2;Orson Welles;1;Orson Welles;2;151
L'argent;0;01/01/2006;4;none;42112;fr;33;6.8;1983-09-24;L’argent;0;0;85;tt0085180;France;2;France 3 Cinéma;3;Crime;2;Robert Bresson;1;Jean-Marc Henchoz;2;6
Mouchette;0;01/01/2006;3;none;1561;fr;41;7.2;1967-03-28;Mouchette;0;0;81;tt0061996;France;1;Argos Films;2;Drama;1;Robert Bresson;1;none;0;6
Au hasard Balthazar ;0;01/01/2006;4;none;20108;fr;65;7.7;1966-05-25;Au hasard Balthazar;0;39388;95;tt0060138;France;2;Argos Films;4;Drama;1;Robert Bresson;1;Mag Bodard;1;9
Un condamné à mort s'est échappé;0;01/01/2006;5;none;15244;fr;81;7.9;1956-11-11;Un condamné à mort s'est échappé;0;0;99;tt0049902;France;1;Gaumont;2;Thriller;3;Robert Bresson;1;Alain Poiré;2;12
Pickpocket;0;01/01/2006;5;ES;316789;ja;0;0;2000-11-03;スリ;0;0;112;tt0264056;Japan;1;none;0;none;0;Kazuo Kuroki;1;none;0;12
Bonjour;0;01/01/2006;3;none;1937;en;19;7;1958-03-17;Bonjour Tristesse;0;0;94;tt0051429;United States of America;1;Wheel Productions;1;Drama;1;Otto Preminger;1;Otto Preminger;1;16
Volver;0;01/01/2006;3;none;219;es;360;7.2;2006-03-16;Volver;12899867;85582407;121;tt0441909;Spain;1;El Deseo;1;Comedy;3;Pedro Almodóvar;1;Esther García;1;25
L'Amateur ;0;01/01/2006;3;none;239441;fr;2;7;1996-01-01;L'amateur;0;0;26;tt0287911;Belgium;1;none;0;none;0;Olivier Smolders;1;none;0;0
Le Hasard ;0;01/01/2006;4;none;133965;fr;1;3;1974-02-04;Le hasard et la violence;0;0;83;tt0071599;France;1;Euro International Film (EIA);2;Drama;1;Philippe Labro;1;none;0;6
Le Décalogue;0;01/01/2006;5;none;343824;pl;6;9.2;1989-09-05;Dekalog;0;0;572;;Germany;2;Sender Freies Berlin (SFB);3;TV Movie;2;Krzysztof Kieślowski;1;none;0;13
La Double Vie de Véronique;0;01/01/2006;5;none;1600;fr;139;7.4;1991-05-15;La double vie de Véronique;0;1999955;97;tt0101765;France;3;Canal+;4;Drama;2;Krzysztof Kieślowski;1;Leonardo De La Fuente;1;21
Trois Couleurs;0;01/01/2006;5;none;108;fr;285;7.7;1993-01-10;Trois couleurs : Bleu;0;0;98;tt0108394;France;2;France 3 Cinéma;2;Drama;3;Krzysztof Kieślowski;1;Marin Karmitz;1;11
Le Troisième Homme;0;01/01/2006;4;none;64867;es;4;5;1959-11-10;Third Man on the Mountain;0;0;105;tt0053352;United States of America;1;Walt Disney Productions;1;Adventure;3;Ken Annakin;1;none;0;8
La Strada;0;01/01/2006;4;none;405;it;167;7.5;1954-07-16;La strada;0;0;104;tt0047528;Italy;1;Ponti-De Laurentiis Cinematografica;1;Drama;1;Federico Fellini;1;Dino De Laurentiis;2;13
Touch of evil;0;01/01/2006;4;none;1480;en;256;7.6;1958-04-23;Touch of Evil;829000;2247465;95;tt0052311;United States of America;1;Universal International Pictures (UI);1;Drama;3;Orson Welles;1;Albert Zugsmith;1;31
Nobody Knows;0;01/01/2006;4;none;80346;en;5;3;2003-10-01;Nobody Knows Anything!;0;0;88;tt0142634;United States of America;1;Echelon Studios;2;Comedy;2;William Tannen;1;none;0;18
The Adventures of Buckaroo Banzai Across the 8th Dimension;0;01/01/2006;2;none;11379;en;92;6.3;1984-08-15;The Adventures of Buckaroo Banzai Across the 8th Dimension;0;0;103;tt0086856;United States of America;1;Sherwood Productions;1;Comedy;2;W.D. Richter;1;Neil Canton;1;35
Chelovek s kino-apparatom;0;01/01/2006;5;none;26317;ru;96;8;1929-01-08;Человек с киноаппаратом;0;0;68;tt0019760;Ukraine;1;VUFKU;1;Drama;2;Dziga Vertov;1;Star Mishkel-Eneva;1;1
Das Cabinet des Dr. Caligari.;0;01/01/2006;3;ESM;234;de;242;7.7;1920-02-25;Das Cabinet des Dr. Caligari;18000;0;78;tt0010323;Germany;1;Decla Film Gesellschaft Holz & Co.;1;Drama;4;Robert Wiene;1;Rudolf Meinert;2;11
Le cercle rouge;0;01/01/2006;4;none;11657;fr;99;7.5;1970-10-19;Le Cercle Rouge;0;0;140;tt0065531;France;2;Les Films Corona;3;Drama;3;Jean-Pierre Melville;1;Robert Dorfmann;1;18
Le samouraï;0;01/01/2006;4;none;5511;fr;160;7.9;1967-10-25;Le Samouraï;0;39481;105;tt0062229;France;2;Fida cinematografica;4;Crime;3;Jean-Pierre Melville;1;Raymond Borderie;3;27
Le doulos;0;01/01/2006;4;none;20778;fr;35;7.3;1963-01-18;Le Doulos;0;0;108;tt0054821;France;1;Rome Paris Films;2;Drama;4;Jean-Pierre Melville;1;Georges de Beauregard;2;16
Slaughterhouse-Five;0;01/01/2006;2;none;24559;en;41;6.2;1972-03-15;Slaughterhouse-Five;3200000;0;104;tt0069280;United States of America;1;Universal Pictures;2;Comedy;4;George Roy Hill;1;Paul Monash;1;21
The Battle of Algiers;8,2;27/10/2005;4;none;141562;nl;0;0;2004-08-01;Marxist Poetry: The Making of 'The Battle of Algiers';0;0;51;tt0768130;United States of America;1;The Criterion Collection;1;Documentary;1;none;0;Kim Hendrickson;4;8
L'odyssée de la vie;7,6;22/01/2012;1;none;54308;fr;2;5.5;2006-01-01;L'Odyssée de la vie;0;0;0;tt0499652;France;1;none;0;Documentary;1;Nils Tavernier;1;none;0;1
L'éternité et un jour;0;01/08/2005;3;none
La double vie de véronique;7;01/01/2005;5;E;1600;fr;139;7.4;1991-05-15;La double vie de Véronique;0;1999955;97;tt0101765;France;3;Canal+;4;Drama;2;Krzysztof Kieślowski;1;Leonardo De La Fuente;1;21
Le decalogue;7;01/01/2005;5;none;343824;pl;6;9.2;1989-09-05;Dekalog;0;0;572;;Germany;2;Sender Freies Berlin (SFB);3;TV Movie;2;Krzysztof Kieślowski;1;none;0;13
Le hasard;7;01/01/2005;4;none;133965;fr;1;3;1974-02-04;Le hasard et la violence;0;0;83;tt0071599;France;1;Euro International Film (EIA);2;Drama;1;Philippe Labro;1;none;0;6
3 couleurs : la trilogie;7;01/01/2005;5;none
Camera Buff;7;01/01/2005;3;none;42164;pl;17;7.3;1979-11-16;Amator;0;0;117;tt0078763;Poland;1;"Zespól Filmowy ""Tor""";2;Drama;2;Krzysztof Kieślowski;1;Wielislawa Piotrowska;1;9
Stalker;0;01/01/2005;5;none;1398;ru;309;7.8;1979-04-16;Сталкер;0;0;163;tt0079944;Russia;1;Mosfilm;1;Drama;3;Andrei Tarkovsky;1;Aleksandra Demidova;1;5
Le Sacrifice;0;01/01/2005;2;none;203634;en;0;0;2013-06-26;Le sacrifice des géants;0;0;11;;none;0;none;0;none;0;Ludivine Sibelle;1;none;0;0
Le beau mariage;0;01/10/2011;2;none;2861;fr;5;6.6;1982-05-19;Le beau mariage;0;0;97;tt0082053;France;1;Les Films du Carrosse;2;Drama;3;Éric Rohmer;1;none;0;6
Une étudiante d'aujourd'hui;0;15/07/10;2;none;47455;en;0;0;1966-01-01;Une étudiante d'aujourd'hui;0;0;13;tt0209453;France;1;none;0;none;0;Éric Rohmer;1;none;0;0
La carrière de Suzanne;0;11/05/2009;2;none;86764;fr;7;4.5;1963-01-01;La Carrière de Suzanne;0;0;54;tt0056910;France;1;Les Films du Losange;1;Romance;1;Éric Rohmer;1;Barbet Schroeder;1;4
L'Aurore;0;01/01/2005;5;none;457277;fr;0;0;2013-08-23;L'Aurore Boréale;0;0;;tt3240864;France;1;Palikao Films;1;Drama;2;Keren Ben Rafael;1;Thomas Krameyer;2;4
Les 400 coups;0;01/01/2005;5;ES;147;fr;317;7.9;1959-05-04;Les quatre cents coups;0;0;99;tt0053198;France;1;Les Films du Carrosse;3;Drama;1;François Truffaut;1;François Truffaut;1;22
Playtime;0;01/01/2005;4;none;10227;fr;88;8;1967-12-16;PlayTime;0;0;124;tt0062136;France;2;Jolly Film;3;Comedy;1;Jacques Tati;1;Bernard Maurice;1;4
L'atalante;0;01/01/2005;3;none;43904;fr;63;7.3;1934-04-24;L'Atalante;0;0;89;tt0024844;France;1;Jean-Louis Nounez;1;Romance;2;Jean Vigo;1;Jacques-Louis Nounez;1;7
Zabriskie Point;0;01/01/2005;3;none;2998;en;69;7.1;1970-02-09;Zabriskie Point;7000000;1000000;110;tt0066601;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Drama;2;Michelangelo Antonioni;1;Carlo Ponti;1;9
Color of Pomegranates ;0;01/01/2005;3;none;26302;ru;28;7.9;1969-10-01;Sayat Nova;0;0;79;tt0063555;Armenia;1;Armenfilm Studios;1;Drama;2;Sergei Parajanov;1;none;0;5
On achève bien les chevaux;0;01/01/2005;4;none;28145;en;42;7.2;1969-12-10;They Shoot Horses, Don't They?;0;0;129;tt0065088;United States of America;1;American Broadcasting Company (ABC);2;Drama;1;Sydney Pollack;1;Robert Chartoff;2;16
Festen;0;01/01/2005;4;none;309;da;188;7.7;1998-05-20;Festen;1300000;0;105;tt0154420;Denmark;2;Nordic Film;3;Drama;1;Thomas Vinterberg;1;Birgitte Hald;1;21
Manufacturing Consent;0;15/12/2011;1;none;36947;en;18;7.6;1992-11-06;Manufacturing Consent: Noam Chomsky and the Media;0;0;167;tt0104810;Australia;4;none;0;Documentary;1;Mark Achbar;2;Adam Symansky;3;7
l'Année dernière à Marienbad;0;01/01/2005;3;none;4024;fr;91;7.5;1961-05-25;L'Année dernière à Marienbad;0;0;95;tt0054632;France;2;Silver Films;6;Drama;2;Alain Resnais;1;Pierre Courau;2;5
M.A.S.H;0;01/01/2005;2;none;651;en;222;6.9;1970-01-24;M*A*S*H;3500000;81600000;116;tt0066026;United States of America;1;Twentieth Century Fox Film Corporation;3;Comedy;3;Robert Altman;1;Ingo Preminger;2;25
La comtesse aux pieds nus;0;01/01/2005;5;none;34689;en;34;6.8;1954-01-01;The Barefoot Contessa;0;0;128;tt0046754;United States of America;2;Figaro;2;Mystery;4;Joseph L. Mankiewicz;1;none;0;15
Berlin alexanderplatz 1-4;0;01/01/2005;2;none
Funny Games;0;01/01/2005;1;none;10234;de;330;7.3;1997-05-14;Funny Games;0;0;103;tt0119167;Austria;1;Wega Film;1;Drama;3;Michael Haneke;1;Veit Heiduschka;1;10
The crying game;0;01/01/2005;4;none;11386;en;160;6.8;1992-09-02;The Crying Game;3705538;62548947;112;tt0104036;Japan;3;Miramax Films;6;Romance;4;Neil Jordan;1;Stephen Woolley;1;18
La Compagnie des loups;0;01/01/2005;4;none;11905;en;63;6.8;1984-09-15;The Company of Wolves;2000000;0;95;tt0087075;United Kingdom;1;Palace Pictures;2;Fantasy;2;Neil Jordan;1;Stephen Woolley;1;6
The wild bunch;0;01/01/2005;3;none;576;en;234;7.6;1969-06-17;The Wild Bunch;6244087;638641;145;tt0065214;United States of America;1;Warner Brothers/Seven Arts;1;Adventure;2;Sam Peckinpah;1;Phil Feldman;2;44
L'Aventure de Madame Muir;0;01/01/2005;5;none;22292;en;55;7.3;1947-06-26;The Ghost and Mrs. Muir;0;0;104;tt0039420;United States of America;1;Twentieth Century Fox Film Corporation;1;Fantasy;3;Joseph L. Mankiewicz;1;Fred Kohlmar;1;19
All About Eve;0;01/01/2005;4;none;705;en;316;8;1950-11-09;All About Eve;1400000;63463;138;tt0042192;United States of America;1;Twentieth Century Fox Film Corporation;1;Drama;1;Joseph L. Mankiewicz;1;Darryl F. Zanuck;1;21
Le limier;0;01/01/2005;5;none;4520;en;135;6.3;2007-10-12;Sleuth;0;342835;86;tt0857265;United Kingdom;2;Sony Pictures Classics;5;Drama;2;Kenneth Branagh;1;Kenneth Branagh;7;5
Avalon;0;01/01/2005;4;none;10881;pl;77;6.7;2001-01-20;Avalon;8000000;8826094;107;tt0267287;Japan;2;Bandai Visual Company;5;Action;2;Mamoru Oshii;1;Atsushi Kubo;1;12
Ghost in the Shell 2 : Innocence;0;01/01/2005;2;none;12140;ja;203;7.2;2004-03-06;イノセンス;0;9789651;100;tt0347246;Japan;1;Bandai Visual Company;2;Animation;3;Mamoru Oshii;1;Mitsuhisa Ishikawa;2;21
Le voleur de bicyclette;0;01/01/2005;4;none;5156;it;340;8;1948-11-24;Ladri di biciclette;133000;361712;93;tt0040522;Italy;1;Produzioni De Sica;1;Drama;1;Vittorio De Sica;1;Giuseppe Amato;2;20
Trainspotting;0;01/07/2004;2;none;627;en;2326;7.8;1996-02-23;Trainspotting;4000000;16491080;93;tt0117951;United Kingdom;1;Miramax Films;5;Drama;2;Danny Boyle;1;Andrew Macdonald;1;23
L'Impossible Monsieur Bébé;0;01/01/2004;4;none;900;en;175;7.5;1938-02-18;Bringing Up Baby;1073000;0;102;tt0029947;United States of America;1;RKO Radio Pictures;1;Comedy;2;Howard Hawks;1;Howard Hawks;2;21
Le Grand Sommeil;0;01/01/2004;4;none;1815;en;13;6;1978-03-13;The Big Sleep;0;0;100;tt0077234;United Kingdom;2;United Artists;2;Drama;5;Michael Winner;1;Elliott Kastner;2;13
Rio Bravo;0;01/01/2004;4;none;301;en;231;7.5;1959-03-17;Rio Bravo;0;5800000;141;tt0053221;United States of America;1;Warner Bros.;1;Western;1;Howard Hawks;1;Howard Hawks;1;43
Les hommes préfèrent les blondes ;0;01/01/2004;4;none;759;en;147;7;1953-07-14;Gentlemen Prefer Blondes;0;0;91;tt0045810;United States of America;1;Twentieth Century Fox Film Corporation;1;Comedy;2;Howard Hawks;1;Sol C. Siegel;1;20
Level Five;0;01/01/2004;4;none;57563;en;6;6.7;1997-02-19;Level Five;0;0;106;tt0116866;France;1;Les Films de l'Astrophore;2;Documentary;3;Chris Marker;1;none;0;1
Blow-up;0;01/01/2004;5;none;1052;en;196;7.2;1966-12-18;Blow-Up;0;0;111;tt0060176;United Kingdom;3;Bridge Films;3;Drama;3;Michelangelo Antonioni;1;Carlo Ponti;2;10
Rome Ville ouverte;0;01/01/2004;4;none;307;it;102;7.8;1945-09-27;Roma città aperta;0;0;100;tt0038890;Italy;1;Minerva Film SpA;2;Drama;2;Roberto Rossellini;1;Giuseppe Amato;4;17
La maman et la putain;0;01/01/2004;4;none;48693;fr;24;7.7;1973-05-01;La maman et la putain;0;0;217;tt0070359;France;1;Les Films du Losange;5;Drama;2;Jean Eustache;1;none;0;4
Ghost in the Shell;0;01/01/2004;3;none;315837;en;1621;5.9;2017-03-29;Ghost in the Shell;110000000;169801921;107;tt1219827;Australia;9;Paramount Pictures;9;Action;6;Rupert Sanders;1;Ari Arad;4;34
L'homme sans passé;0;01/01/2003;4;none;7294;fi;69;6.9;2002-03-01;Mies vailla menneisyyttä;0;0;97;tt0311519;Finland;1;Yleisradio (YLE);1;Romance;3;Aki Kaurismäki;1;Aki Kaurismäki;1;5
Notre poison quotidien;0;01/06/2011;1;none;61824;fr;3;5.5;2011-01-26;Notre poison quotidien;0;0;113;tt1846681;none;0;Arte;1;Documentary;1;Marie-Monique Robin;1;none;0;0
Magnolia;0;01/01/2003;2;none;334;en;755;7.5;1999-12-08;Magnolia;37000000;48451803;188;tt0175880;United States of America;1;New Line Cinema;3;Drama;1;Paul Thomas Anderson;1;Paul Thomas Anderson;4;29
In the Mood for Love;0;01/01/2003;3;none;843;cn;321;7.8;2000-05-22;花樣年華;0;12854953;98;tt0118694;China;2;Block 2 Pictures;2;Drama;2;Wong Kar-wai;1;Wong Kar-wai;1;11
Chungking Express;0;01/01/2003;4;none;11104;cn;221;7.9;1994-07-14;重慶森林;0;0;102;tt0109424;Hong Kong;1;Jet Tone Production;2;Drama;3;Wong Kar-wai;1;Jeff Lau;2;12
Ashes of Time;0;01/01/2003;3;none;40751;zh;69;7.2;1994-09-16;東邪西毒;0;0;100;tt0109688;Taiwan;2;Beijing Film Studio;1;Drama;2;Wong Kar-wai;1;William Chang;2;11
Tout sur ma mère;0;01/01/2003;4;none;99;es;281;7.3;1999-04-19;Todo sobre mi madre;8272296;67872296;101;tt0185125;France;2;Renn Productions;2;Comedy;2;Pedro Almodóvar;1;Agustín Almodóvar;2;27
Vampyr;0;01/01/2003;3;none;779;de;85;7.3;1932-05-06;Vampyr - Der Traum des Allan Grey;0;0;73;tt0023649;Germany;2;Tobis Filmkunst;1;Drama;2;Carl Th. Dreyer;1;Julian West;2;6
La passion de Jeanne d'Arc;0;01/01/2003;4;none;780;fr;139;8.1;1928-04-21;La passion de Jeanne d'Arc;0;0;82;tt0019254;France;1;Société générale des films;1;Drama;2;Carl Th. Dreyer;1;none;0;17
Ordet;0;01/01/2003;4;none;48035;da;56;7.9;1955-01-09;Ordet;0;0;126;tt0048452;Denmark;1;Palladium Film;1;Drama;1;Carl Th. Dreyer;1;none;0;5
Kwaidan;0;01/01/2003;5;none;30959;ja;59;7.5;1964-12-29;怪談;0;0;183;tt0058279;Japan;1;Toho Company;4;Drama;3;Masaki Kobayashi;1;Shigeru Wakatsuki;1;76
Possession;0;01/01/2003;3;none;33788;en;32;5.2;2009-07-16;Possession;0;0;86;tt0368563;United States of America;1;Vertigo Entertainment;4;Drama;3;Joel Bergvall;2;Bob Yari;5;9
Le Charme discret de la bourgeoisie;0;01/01/2003;3;none;4593;fr;118;7.4;1972-09-15;Le Charme discret de la bourgeoisie;800000;0;101;tt0068361;France;3;Greenwich Film Productions;1;Comedy;1;Luis Buñuel;1;Serge Silberman;1;33
Un chien andalou;0;01/01/2003;2;none;626;fr;217;7.5;1929-06-06;Un chien andalou;0;0;16;tt0020530;France;1;Luis Buñuel;1;Drama;2;Luis Buñuel;1;Luis Buñuel;1;8
