title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
Blancanieves;7,5;09/04/2016;2;ESMPA;127864;en;57;7.2;2012-09-21;Blancanieves;0;279735;104;tt1854513;France;2;Eurimages;22;Drama;2;Pablo Berger;1;Ibon Cormenzana;1;12
The act of killing;8,2;09/09/2015;4;none;123678;id;185;7.6;2012-08-31;Jagal;1000000;444575;115;tt2375605;Denmark;3;Spring Films;4;Documentary;1;Joshua Oppenheimer;3;Anne Köhncke;4;10
Being there;8;23/04/2016;3;none;10322;en;216;7.7;1979-12-19;Being There;0;30177511;130;tt0078841;United States of America;1;United Artists;2;Comedy;2;Hal Ashby;1;Andrew Braunsberg;2;14
Reality;6,7;23/04/2016;3;none;103758;en;36;6.6;2012-05-04;Reality;0;0;110;tt1846487;France;2;Fandango;4;Drama;2;Matteo Garrone;1;Matteo Garrone;2;8
Hippocrate;6;23/04/2016;3;none;271724;fr;135;6.3;2014-09-03;Hippocrate;0;0;101;tt2891070;France;1;France Télévision;3;Drama;1;Thomas Lilti;1;Emmanuel Barraux;2;50
Loin des hommes;6;23/04/2016;2;none;283708;fr;34;6.7;2014-08-30;Loin des hommes;7700000;0;110;tt2936180;France;1;Procirep;17;Drama;2;David Oelhoffen;1;Olivier Charvet;3;11
Tant qu'il nous reste des fusils à pompe;6,6;03/03/2016;3;none;323730;en;2;7.3;2014-02-04;Tant qu'il nous reste des fusils à pompe;0;0;30;tt3492944;none;0;none;0;Family;2;Caroline Poggi;2;none;0;0
the nutty professor;5,6;11/03/2016;1;ESMPA;9327;en;608;5.4;1996-06-26;The Nutty Professor;54000000;128769345;95;tt0117218;United States of America;1;Imagine Entertainment;2;Fantasy;4;Tom Shadyac;1;none;0;21
Lady Oscar;6,3;13/03/2016;2;ESMPA;402635;fr;0;0;2012-06-18;Lady Oscar;0;0;;;France;1;none;0;Comedy;2;none;0;none;0;5
Lost in la mancha;7,4;24/08/2015;4;none;21189;en;52;7.1;2002-02-11;Lost in La Mancha;0;0;93;tt0308514;United Kingdom;2;Quixote Films;3;Documentary;1;Keith Fulton;2;Lucy Darwin;3;18
the thin blue line;8,1;17/03/2012;4;none;14285;en;97;7.9;1988-08-28;The Thin Blue Line;0;0;103;tt0096257;United States of America;1;Third Floor Productions;1;Mystery;3;Errol Morris;1;none;0;4
Mr Deeds Goes to Town;8;13/03/2016;2;none;24807;en;63;7.3;1936-04-12;Mr. Deeds Goes to Town;0;0;115;tt0027996;United States of America;1;Columbia Pictures;1;Comedy;3;Frank Capra;1;Frank Capra;1;171
Oslo, 31 août;8;13/03/2016;3;none;75233;no;67;7.4;2011-08-31;Oslo, 31. august;0;0;95;tt1736633;Norway;1;Motlys;2;Drama;1;Joachim Trier;1;Hans-Jørgen Osnes;2;9
The Big Short;7,9;13/03/2016;2;none;318846;en;2364;7.3;2015-12-11;The Big Short;28000000;133346506;130;tt1596363;United States of America;1;Paramount Pictures;3;Comedy;2;Adam McKay;1;Dede Gardner;4;103
The Rover;6,4;13/03/2016;1;none;157845;en;272;6.1;2014-05-18;The Rover;12250000;2295423;103;tt2345737;Australia;1;Porchlight Films;8;Crime;2;David Michôd;1;Liz Watts;3;10
Madchen in uniform;7,7;13/03/2016;3;none;4955;de;4;5.5;1958-07-07;Mädchen in Uniform;0;0;95;tt0051964;Germany;2;none;0;Drama;1;Géza von Radványi;2;Artur Brauner;2;18
Trois souvenirs de ma jeunesse;7,7;13/03/2016;4;none;315575;fr;48;6.8;2015-05-20;Trois souvenirs de ma jeunesse;0;269144;123;tt4048050;France;1;France 2 Cinéma;11;Drama;1;Arnaud Desplechin;1;Pascal Caucheteux;1;16
10 Cloverfield lane;0;20/03/2016;3;ES;333371;en;2211;6.8;2016-03-10;10 Cloverfield Lane;15000000;108286421;103;tt1179933;United States of America;1;Paramount Pictures;3;Science Fiction;1;Dan Trachtenberg;1;Lindsey Weber;2;10
The revenant;8,2;03/03/2016;2;none;281957;en;5761;7.3;2015-12-25;The Revenant;135000000;532950503;156;tt1663202;Canada;4;Regency Enterprises;9;Western;4;Alejandro González Iñárritu;1;David Kanter;6;19
Deadpool;8,6;03/03/2016;3;none;293660;en;9608;7.3;2016-02-09;Deadpool;58000000;783112979;108;tt1431045;United States of America;1;Twentieth Century Fox Film Corporation;5;Action;4;Tim Miller;1;Ryan Reynolds;3;47
Une partie de campagne;7,8;07/02/2016;4;none;37480;en;1;8;2002-02-20;1974, une partie de campagne;0;0;90;tt0145597;none;0;none;0;Documentary;1;Raymond Depardon;1;none;0;12
The Dybbuk;6,7;07/02/2016;3;none;50184;en;2;6;1997-09-01;Ha-Dybbuk B'sde Hatapuchim Hakdoshim;0;0;93;tt0143231;Israel;3;none;0;Drama;2;Yossi Somer;1;none;0;4
Babette's Feast;7,9;07/02/2016;3;none;11832;da;74;7;1987-08-28;Babettes gæstebud;0;4398938;102;tt0092603;Denmark;1;Det Danske Filminstitut;4;Comedy;2;Gabriel Axel;1;Just Betzer;4;30
Creed;8;14/02/2016;4;ESMPAJ;312221;en;1732;7.3;2015-11-25;Creed;37000000;173567581;133;tt3076658;United States of America;1;New Line Cinema;4;Drama;1;Ryan Coogler;1;Irwin Winkler;7;74
Swing time;7,7;14/02/2016;2;none;20325;en;44;7.1;1936-08-27;Swing Time;886000;2600000;103;tt0028333;United States of America;1;RKO Radio Pictures;1;Comedy;3;George Stevens;1;Pandro S. Berman;1;9
Show me a hero;8,3;14/02/2016;3;none;340968;en;39;8.1;2015-08-16;Show Me a Hero;0;0;300;tt2492296;none;0;none;0;History;3;Paul Haggis;1;none;0;8
The raid 2;8;14/02/2016;2;none;180299;id;773;7.6;2014-03-27;The Raid 2: Berandal;4500000;2627209;150;tt2265171;Indonesia;1;Pt. Merantau Films;2;Action;3;Gareth Evans;1;Nate Bolotin;3;16
Mustang;7,6;14/02/2016;2;none;336804;tr;321;8;2015-06-17;Mustang;1300000;250000;97;tt3966404;Qatar;4;Filmförderungsanstalt (FFA);14;Drama;1;Deniz Gamze Ergüven;1;Charles Gillibert;1;14
Inside Man;7,6;21/02/2016;1;none;388;en;1493;7.3;2006-03-23;Inside Man;45000000;184376254;129;tt0454848;United States of America;1;Imagine Entertainment;3;Crime;3;Spike Lee;1;Brian Grazer;1;64
My Man Godfrey;8,1;21/02/2016;2;none;13562;en;62;7.7;1936-09-17;My Man Godfrey;0;0;94;tt0028010;United States of America;1;Universal Pictures;1;Comedy;2;Gregory La Cava;1;none;0;10
Songs From The Second Floor;7,7;21/02/2016;2;none;34070;sv;58;7;2000-10-06;Sånger från andra våningen;0;0;98;tt0120263;Denmark;3;SVT Drama;4;Comedy;2;Roy Andersson;1;Lisa Alwert;1;15
Sicario;7,7;21/02/2016;2;none;273481;en;2212;7.2;2015-09-17;Sicario;30000000;84025816;121;tt3397884;United States of America;1;Lionsgate;3;Action;5;Denis Villeneuve;1;Basil Iwanyk;5;40
Gates of heaven;0;15/12/2011;4;none;24998;en;24;6.5;1978-10-01;Gates of Heaven;0;0;85;tt0077598;United States of America;1;Gates of Heaven;1;Documentary;1;Errol Morris;1;Errol Morris;1;10
Sister act;6,2;14/02/2016;2;SMPAJ;2005;en;569;6.4;1992-05-28;Sister Act;31000000;231605150;100;tt0105417;United States of America;1;Touchstone Pictures;1;Music;2;Emile Ardolino;1;Teri Schwartz;1;16
A.K;0;01/08/2009;4;S;396485;ja;7;6;1985-05-20;A.K.;0;0;92;tt0088658;France;2;Nippon Herald Films;3;History;2;Chris Marker;1;Masato Hara;2;15
The Good, the bad, the weird;7,3;07/02/2016;4;none;15067;ko;176;7;2008-07-16;좋은 놈, 나쁜 놈, 이상한 놈;10000000;0;130;tt0901487;South Korea;1;Cineclick Asia;4;Action;4;Kim Jee-woon;1;none;0;16
la vie est immense et pleine de dangers;0;14/09/2005;4;none
Ong-Bak;7,2;07/02/2016;3;M;9316;th;502;7;2003-01-21;Ong Bak;0;15;105;tt0368909;Thailand;1;Baa-Ram-Ewe;2;Action;2;Prachya Pinkaew;1;Somsak Jiewsuwan;5;13
The Corporation;0;01/01/2003;4;none;11420;en;67;7.5;2003-09-10;The Corporation;0;4500000;145;tt0379225;Canada;2;Big Picture Media Corporation;1;Documentary;1;Mark Achbar;1;Mark Achbar;2;12
Hateful eight;8,2;24/01/2016;3;ES;273248;en;3806;7.5;2015-12-25;The Hateful Eight;44000000;155760117;167;tt3460252;United States of America;1;Double Feature Films;3;Crime;4;Quentin Tarantino;1;Richard N. Gladstein;3;18
A Night at the Opera;8,1;30/01/2016;3;none;37719;en;101;7.6;1935-11-08;A Night at the Opera;0;0;96;tt0026778;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Comedy;1;Sam Wood;1;none;0;10
Accattone;7,9;30/01/2016;4;none;12491;it;37;7.6;1961-08-31;Accattone;0;0;120;tt0054599;Italy;1;Cino del Duca;2;Drama;1;Pier Paolo Pasolini;1;Alfredo Bini;2;13
Top hat;7,8;30/01/2016;3;none;3080;en;56;7.4;1935-09-06;Top Hat;609000;3202000;101;tt0027125;United States of America;1;RKO Radio Pictures;1;Comedy;3;Mark Sandrich;1;Pandro S. Berman;1;8
The lobster;7,3;30/01/2016;3;none;254320;en;1130;6.7;2015-10-08;The Lobster;4000000;15656193;118;tt3464902;France;6;Haut et Court;17;Thriller;5;Yorgos Lanthimos;1;Ceci Dempsey;4;21
Stories we tell;7,6;28/03/2016;3;none;128216;en;71;7;2012-10-12;Stories We Tell;0;0;108;tt2366450;Canada;1;National Film Board of Canada (NFB);1;Documentary;1;Sarah Polley;1;Anita Lee;1;37
Alice In The Cities;8;30/01/2016;3;none;2204;de;37;7.3;1974-05-17;Alice in den Städten;0;0;110;tt0069687;Germany;1;Westdeutscher Rundfunk (WDR);2;Drama;1;Wim Wenders;1;Joachim von Mengershausen;1;8
Butch Cassidy And The Sundance Kid;8,1;30/01/2016;4;none;642;en;611;7.3;1969-09-23;Butch Cassidy and the Sundance Kid;6000000;102308889;110;tt0064115;United States of America;1;Twentieth Century Fox Film Corporation;3;History;4;George Roy Hill;1;John Foreman;1;21
Good Kill;6,3;17/01/2016;3;none;253626;en;193;5.9;2015-04-09;Good Kill;0;316472;104;tt3297330;United States of America;1;Voltage Pictures;3;Action;3;Andrew Niccol;1;Mark Amin;3;13
Filantropica;6,3;17/01/2016;3;none;56474;ro;25;7.1;2002-03-15;Filantropica;0;0;110;tt0314067;Romania;2;MACT Productions;3;Comedy;2;Nae Caranfil;1;none;0;5
Monster hunt;6,3;17/01/2016;3;ESMPA;422898;en;0;0;;Monster Hunt;0;0;117;tt3781476/;none;0;none;0;none;0;none;0;none;0;0
Mutiny On The Bounty;7,8;17/01/2016;4;MP;11085;en;61;6.4;1962-11-08;Mutiny on the Bounty;19000000;13680000;178;tt0056264;United States of America;1;Metro-Goldwyn-Mayer (MGM);2;Adventure;3;Lewis Milestone;1;Aaron Rosenberg;1;10
Paradise Now;7,5;17/01/2016;4;none;67;en;58;6.9;2005-02-14;Paradise Now;0;3357075;90;tt0445620;France;5;Lama Films;11;Thriller;3;Hany Abu-Assad;1;Bero Beyer;9;7
Woyzeck;7,2;17/01/2016;2;none;10319;de;38;6.5;1979-05-25;Woyzeck;0;0;82;tt0080149;Germany;1;Werner Herzog Filmproduktion;2;Drama;1;Werner Herzog;1;Joschi Arpa;1;14
Blackfish;8,1;23/04/2016;3;ES;158999;en;421;7.9;2013-06-07;Blackfish;0;0;83;tt2545118;United States of America;1;Manny O Productions;1;Documentary;1;Gabriela Cowperthwaite;1;none;0;7
Captain Blood;7,8;09/01/2016;3;MPAJ;16905;en;49;7.3;1935-12-19;Captain Blood;0;0;119;tt0026174;United States of America;1;Cosmopolitan Productions;3;Action;3;Michael Curtiz;1;Harry Joe Brown;2;30
Black God, White Devil;7,4;09/01/2016;2;none;67612;pt;21;6.7;1964-03-13;Deus e o Diabo na Terra do Sol;0;0;120;tt0058006;Brazil;1;Copacabana Filmes;2;Adventure;4;Glauber Rocha;1;none;0;8
Ong-Bak 2;6,2;09/01/2016;2;none;16353;en;139;6;2008-12-04;Ong Bak 2;8500000;8936663;98;tt0785035;Thailand;1;Iyara Films;1;Adventure;3;Tony Jaa;2;none;0;4
The Martian;8,2;09/01/2016;3;none;286217;en;6505;7.6;2015-09-30;The Martian;108000000;630161890;141;tt3659388;United States of America;1;Twentieth Century Fox Film Corporation;6;Drama;3;Ridley Scott;1;Simon Kinberg;4;51
The leftovers;7,8;09/01/2016;3;none;444250;en;0;0;1986-11-16;The Leftovers;0;0;0;tt0091395;United States of America;1;Disney;1;Family;1;Paul Schneider;1;none;0;2
Into the badlands;5,2;03/01/2016;2;EMPA;206157;en;2;4;1991-07-24;Into the Badlands;0;0;89;tt0102125;none;0;none;0;Western;2;Sam Pillsbury;1;none;0;6
Princess Diaries;6,2;20/12/2015;2;ESMPAJ;9880;en;868;6.4;2001-08-03;The Princess Diaries;37000000;165335153;115;tt0247638;United States of America;1;Walt Disney Pictures;3;Comedy;3;Garry Marshall;1;Mario Iscovich;3;85
Le jeûne, une nouvelle thérapie?;7,7;21/02/2016;3;none
The fog of war;4,4;12/12/2015;3;none;301380;en;0;0;;The Fog of War 666;0;0;0;;none;0;none;0;none;0;none;0;none;0;0
Scene from a marriage;0;05/08/2015;5;none;133919;sv;37;8.2;1973-04-11;Scener ur ett äktenskap;150000;0;169;tt0070644;Sweden;1;Cinematograph AB;1;Drama;2;Ingmar Bergman;1;Lars-Owe Carlberg;1;12
Noriko's dinner table;7,2;28/12/2015;3;none;42041;ja;29;6.9;2005-06-04;紀子の食卓;0;0;159;tt0468820;Japan;1;none;0;Drama;3;Sion Sono;1;none;0;16
Le voyage de Monsieur Crulic;7;28/12/2015;3;none;147698;fr;7;7.3;2011-10-21;Crulic - drumul spre dincolo;292;0;73;tt1996223;Romania;1;Aparte Film;1;Animation;2;Anca Damian;1;none;0;3
Mission: Impossible - Rogue Nation;7,5;28/12/2015;2;ESMPAJ;177677;en;3014;7.1;2015-07-23;Mission: Impossible - Rogue Nation;150000000;682330139;131;tt2381249;China;2;Paramount Pictures;7;Action;3;Christopher McQuarrie;1;J.J. Abrams;5;75
Victoria;8;29/12/2015;3;none;171636;no;0;0;2013-02-28;Victoria;6100000;0;105;tt2249179;Norway;1;Filmkameratene A/S;1;none;0;Torun Lian;1;none;0;10
Didier;6,2;20/12/2015;2;ESMPA;37652;fr;61;5.6;1997-01-28;Didier;0;0;104;tt0118976;France;1;Renn Productions;5;Comedy;1;Alain Chabat;1;none;0;14
Quai d'Orsay;7;19/12/2015;3;none;209355;en;69;5.5;2013-11-06;Quai d'Orsay;5112027;0;113;tt2609222;France;1;Site 4 View Productions;1;Comedy;1;Bertrand Tavernier;1;none;0;31
Time Bandits;7;19/12/2015;2;ESMPAJ;36819;en;237;6.6;1981-07-13;Time Bandits;5000000;42365581;116;tt0081633;United Kingdom;1;Handmade Films Ltd.;1;Family;5;Terry Gilliam;1;Terry Gilliam;1;37
Dont look back;8;01/10/2015;3;none;229394;en;0;0;2007-04-04;Jangan Pandang Belakang;0;0;94;tt1069259;none;0;none;0;Horror;1;Ahmad Idham;1;none;0;6
The docks of New York;7,7;18/04/2015;5;none;885;en;12;6.8;1928-09-16;The Docks of New York;0;0;76;tt0018839;United States of America;1;Paramount Pictures;1;Drama;2;Josef von Sternberg;1;J.G. Bachmann;2;9
Even dwarfs started small;7,1;12/12/2015;2;none;11900;de;26;6.6;1970-09-16;Auch Zwerge haben klein angefangen;200000;0;96;tt0065436;Germany;1;Werner Herzog Filmproduktion;1;Comedy;2;Werner Herzog;1;Werner Herzog;1;14
Monkey King: Hero Is Back;7,6;12/12/2015;1;ESMPAJ;351694;zh;57;7.5;2015-07-10;西游记之大圣归来;10000000;150000000;89;tt4644382;China;1;Hengdian Chinese Film Production Co.;2;Fantasy;3;Tian Xiao Peng;1;none;0;9
Mémoires pour Simone;7;14/09/2015;3;none;344803;fr;1;8;1986-01-01;Mémoires pour simone;0;0;;tt0091592;none;0;none;0;Documentary;1;Chris Marker;1;none;0;0
the ear;7,9;12/12/2015;2;none;316843;ja;0;0;2012-11-24;耳をかく女;0;0;107;tt6046932;Japan;1;none;0;Drama;1;Hiroshi Horiuchi;1;none;0;7
Horishi;7;26/03/2015;3;none
The Shaman;7;12/12/2015;3;none;351863;en;6;7.3;2015-04-18;The Shaman;0;0;18;tt4215858;Japan;2;none;0;Thriller;3;Marco Kalantari;1;Marco Kalantari;1;6
A most violent year;7,2;28/03/2015;5;none;241239;en;514;6.4;2014-12-30;A Most Violent Year;20000000;12007070;125;tt2937898;United Arab Emirates;2;Participant Media;7;Crime;3;J.C. Chandor;1;J.C. Chandor;3;22
Blade;7,1;05/12/2015;2;ESA;36647;en;1746;6.5;1998-08-21;Blade;45000000;131183530;120;tt0120611;United States of America;1;New Line Cinema;4;Horror;2;Stephen Norrington;1;Robert Engelman;3;48
Signs of life;7,4;05/12/2015;2;none;76476;en;1;1;1989-01-01;Signs of Life;0;0;90;tt0098330;none;0;none;0;Drama;1;John David Coles;1;none;0;6
Sweetheart;7;05/12/2015;2;none;217683;fr;1;8;1992-04-07;Toutes peines confondues;0;0;0;tt0105626;none;0;none;0;none;0;Michel Deville;1;none;0;5
Mindscape;8,6;05/12/2015;3;none;227700;en;182;6.5;2013-10-13;Mindscape;4357373;1200000;99;tt1715336;France;4;StudioCanal;6;Thriller;2;Jorge Dorado;1;Jaume Collet-Serra;4;20
Pale flower;7,8;29/11/2015;3;none;61475;ja;19;6.6;1964-03-01;乾いた花;0;0;96;tt0056327;Japan;1;Bungei Production Ninjin Club;1;Action;4;Masahiro Shinoda;1;none;0;7
Jodorowsky's Dune;8,3;19/07/2014;3;none;191720;en;156;8.1;2013-08-30;Jodorowsky's Dune;0;0;90;tt1935156;France;2;Caméra One;3;Documentary;2;Frank Pavich;1;Frank Pavich;3;10
Twelve monkeys;8,1;07/02/2015;5;ESMPA;63;en;2175;7.4;1995-12-29;Twelve Monkeys;29500000;168840000;129;tt0114746;United States of America;1;Universal Pictures;3;Science Fiction;3;Terry Gilliam;1;Charles Roven;1;65
Summer holiday;7,2;22/11/2015;3;none;43532;en;11;6.4;1963-02-18;Summer Holiday;0;0;103;tt0057541;United Kingdom;1;Associated British Picture Corporation;1;Music;2;Peter Yates;1;Kenneth Harper;1;4
Red;7,1;21/11/2015;1;ESMPA;39514;en;2620;6.6;2010-10-13;RED;58000000;71664962;111;tt1245526;United States of America;1;DC Comics;4;Action;5;Robert Schwentke;1;Lorenzo di Bonaventura;2;29
L'adieu au steack;0;27/07/2013;3;ESMPA
Everest;7,4;15/11/2015;2;ESMPA;253412;en;1616;6.7;2015-09-10;Everest;55000000;203427584;121;tt2719848;Iceland;3;Universal Pictures;6;Adventure;2;Baltasar Kormákur;1;Nicky Kentish Barnes;7;36
Vivre sa vie;7;15/11/2015;2;none;1626;fr;78;7.4;1962-09-20;Vivre sa vie: film en douze tableaux;64000;24517;85;tt0056663;France;1;Pathé Consortium Cinéma;3;Drama;1;Jean-Luc Godard;1;Pierre Braunberger;1;19
Star Wars: The Force Awakens;8,9;20/12/2015;4;ESMP;140607;en;7181;7.5;2015-12-15;Star Wars: The Force Awakens;245000000;2068223624;136;tt2488496;United States of America;1;Lucasfilm;3;Action;4;J.J. Abrams;1;Bryan Burk;3;84
Reporters;6,5;01/05/2013;3;none;31323;fr;1;5;1981-06-10;Reporters;0;0;97;tt0082986;France;1;Bibliothèque publique d'information du centre Georges Pompidou;1;Documentary;1;Raymond Depardon;1;none;0;13
Into the abyss;7,3;12/04/2013;3;none;77365;en;72;7.1;2011-11-11;Into the Abyss;0;0;105;tt1972663;United States of America;3;Creative Differences;1;Documentary;2;Werner Herzog;1;none;0;5
Dragon: The Bruce Lee Story ;7;08/11/2015;2;ESMPA;10423;en;134;6.8;1993-05-07;Dragon: The Bruce Lee Story;14000000;63513743;120;tt0106770;United States of America;1;Universal Pictures;2;Drama;1;Rob Cohen;1;Raffaella De Laurentiis;1;46
Back to the Future Part III;7,4;31/10/2015;3;ESMPA;196;en;2593;7.1;1990-05-25;Back to the Future Part III;40000000;244527583;118;tt0099088;United States of America;1;Universal Pictures;3;Adventure;4;Robert Zemeckis;1;Neil Canton;2;54
The thin man;8,1;31/10/2015;3;none;3529;en;85;7.3;1934-05-25;The Thin Man;226408;1423000;93;tt0025878;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Comedy;3;W.S. Van Dyke;1;Hunt Stromberg Jr.;1;62
Mia madre;7;18/12/2015;4;none;315872;it;88;6.2;2015-04-16;Mia madre;0;0;106;tt3013610;France;2;Fandango;3;Drama;1;Nanni Moretti;1;none;0;11
Heroes of the East;7,9;27/10/2015;3;MJ;40980;zh;10;7.8;1978-12-30;中華丈夫;0;0;105;tt0080172;Hong Kong;1;Shaw Brothers;1;Action;2;Liu Chia-Liang;1;Mona Fong;1;18
Satantango;8,6;27/10/2015;3;none;31414;hu;47;8.1;1994-02-08;Sátántangó;1500000;0;450;tt0111341;Germany;3;Von Vietinghoff Filmproduktion;5;Drama;1;Béla Tarr;1;György Fehér;3;11
Top of the lake;7,6;26/10/2015;2;none;466731;en;0;0;;Top of the Lake: China Girl;0;0;350;;New Zealand;3;none;0;Drama;3;Ariel Kleiman;2;Philippa Campbell;2;11
Back to the Future Part II;7,8;26/10/2015;2;ESMPA;165;en;3444;7.4;1989-11-20;Back to the Future Part II;40000000;332000000;108;tt0096874;United States of America;1;Universal Pictures;3;Adventure;4;Robert Zemeckis;1;Neil Canton;2;55
Whiplash;8,5;05/12/2015;4;none;244786;en;3749;8.3;2014-10-10;Whiplash;3300000;13092000;105;tt2582802;United States of America;1;Bold Films;3;Music;2;Damien Chazelle;1;Jason Blum;4;51
A man vanishes;7,4;19/10/2015;2;none;85692;ja;6;7.1;1967-07-08;人間蒸発;0;0;130;tt0062043;Japan;1;Art Theatre Guild;3;Documentary;2;Shôhei Imamura;1;Shôhei Imamura;1;3
It Happened One Night;8,2;17/10/2015;3;none;3078;en;246;7.6;1934-02-22;It Happened One Night;325000;4500000;105;tt0025316;United States of America;1;Columbia Pictures Corporation;1;Comedy;2;Frank Capra;1;Frank Capra;2;16
Police, Adjective;7,1;17/10/2015;1;none;32511;ro;11;6.3;2009-05-15;Polițist, adjectiv;1089360;48298;115;tt1337051;Romania;1;HBO;5;Drama;2;Corneliu Porumboiu;1;none;0;4
Baahubali: The Beginning;8,8;17/10/2015;2;ESMPA;256040;te;119;7.4;2015-07-10;Baahubali: The Beginning;40000000;100000000;159;tt2631186;India;1;Arka Media Works;1;History;3;S.S. Rajamouli;1;Prasad Devineni;3;16
The blues brothers;7,9;15/10/2015;3;MA;525;en;974;7.5;1980-06-17;The Blues Brothers;27000000;115229890;133;tt0080455;United States of America;1;Universal Pictures;1;Music;4;John Landis;1;Robert K. Weiss;1;53
La loi du marché;6,9;15/10/2015;2;none;329712;fr;97;6.2;2015-03-16;La Loi du marché;0;106498;93;tt4428814;France;1;TS Productions;8;Drama;1;Stéphane Brizé;1;Christophe Rossignon;2;9
the wild blue yonder;6,3;09/09/2012;3;none;201852;en;0;0;1951-12-05;The Wild Blue Yonder;0;0;98;tt0044216;United States of America;1;Republic Pictures;1;War;2;Allan Dwan;1;none;0;18
Once upon a time in the west;8,6;29/11/2015;4;ES;153364;it;2;7;1973-10-17;C'era una volta questo pazzo pazzo west;0;0;85;tt0150011;Italy;1;EMAT Cinematografca;1;Western;1;Vincenzo Matassi;1;none;0;4
Judge Priest;6,6;10/10/2015;3;none;23024;en;5;6.2;1934-09-28;Judge Priest;0;0;80;tt0025335;United States of America;1;Fox Film Corporation;1;Comedy;2;John Ford;1;Sol M. Wurtzel;1;14
Ugly;8,2;10/10/2015;3;none;6282;en;508;5.8;2000-07-30;Coyote Ugly;45000000;113916474;100;tt0200550;United States of America;1;Jerry Bruckheimer Films;2;Comedy;1;David McNally;1;Jerry Bruckheimer;2;20
Man on wire;0;15/12/2011;3;none;14048;en;254;7.5;2008-07-25;Man on Wire;0;2957978;94;tt1155592;United Kingdom;2;UK Film Council;5;Thriller;4;James Marsh;1;Simon Chinn;1;8
Mr. Turner;6,9;05/10/2015;2;none;245700;en;197;6.3;2014-10-31;Mr. Turner;0;5405500;150;tt2473794;United Kingdom;1;Film4;7;History;2;Mike Leigh;1;Georgina Lowe;1;72
D.A.R.Y.L.;6,1;03/10/2015;2;ESMPA;16248;en;73;6.1;1985-06-14;D.A.R.Y.L.;0;7840873;100;tt0088979;United Kingdom;2;Paramount Pictures;2;Family;2;Simon Wincer;1;John Heyman;1;8
The black cat;7,2;02/10/2015;2;none;24106;en;47;6.5;1934-05-07;The Black Cat;0;0;65;tt0024894;United States of America;1;Universal Pictures;1;Horror;1;Edgar G. Ulmer;1;Carl Laemmle Jr.;1;12
Inside Job;0;01/06/2011;3;none;44639;en;261;7.7;2010-10-08;Inside Job;2000000;7871522;109;tt1645089;United States of America;1;Sony Pictures Classics;2;Documentary;1;Charles Ferguson;1;Charles Ferguson;4;9
Une journée d'Andrei Arsenevitch;0;01/05/2011;3;none;137196;fr;2;7.5;1999-05-15;Cinéma, de notre temps: Une journée d'Andrei Arsenevitch;0;0;55;tt0259701;France;1;Institut National de l'Audiovisuel (INA);3;TV Movie;2;Chris Marker;1;none;0;10
Les Glaneurs et la Glaneuse;0;01/04/2011;3;none;44379;fr;18;7;2000-07-07;Les Glaneurs et la Glaneuse;0;0;82;tt0247380;France;1;none;0;Documentary;2;Agnès Varda;1;none;0;3
It's a gift;7,5;20/09/2015;2;none;28001;en;15;5.9;1934-11-30;It's a Gift;0;0;68;tt0025318;United States of America;1;Paramount Pictures;1;Comedy;1;Norman Z. McLeod;1;William LeBaron;1;15
Ferris Bueller's Day Off;7,9;19/09/2015;3;ESMPA;9377;en;1187;7.5;1986-06-11;Ferris Bueller's Day Off;6000000;70136369;103;tt0091042;United States of America;1;Paramount Pictures;1;Comedy;1;John Hughes;1;John Hughes;2;12
Why Don't You Play in Hell?;7,3;19/09/2015;3;none;134350;ja;66;7;2013-09-14;地獄でなぜ悪い;0;0;126;tt2409302;Japan;1;King Record Co.;5;Drama;3;Sion Sono;1;Takuyuki Matsuno;2;17
Portrait of the Fighter as a Young Man;7,8;18/09/2015;2;none;54512;ro;3;6.8;2010-02-13;Portretul luptătorului la tinereţe;0;0;163;tt1727532;Romania;1;Filmex Romania;1;Action;3;Constantin Popescu;1;Constantin Popescu;1;12
